"","Time","strain","OD600","trial","mean_OD600","sem_OD600"
"2235",5,"Pa14_06570",0.828,"trial_2",0.614,0.108079446087897
"2236",5,"Pa14_32750",1.032,"trial_2",0.8565,0.195776445638046
"2237",5,"Pa14_62830",0.66,"trial_2",0.23325,0.142956505623214
"2238",5,"Pa14_17250",1.087,"trial_2",0.74225,0.125780480070107
"2239",5,"Pa14_20440",1.011,"trial_2",0.802,0.0738951960549534
"2240",5,"Pa14_68350",1.392,"trial_2",0.93775,0.170852946028644
"2241",5,"Pa14_72840",1.35,"trial_2",0.8895,0.18433371006592
"2242",5,"Pa14",0.719,"trial_2",0.592,0.113656646674681
"2243",5.25,"Pa14_51430",1.341,"trial_2",1.005,0.239635487077074
"2244",5.25,"Pa14_16930",1.535,"trial_2",1.185,0.462631422769069
"2245",5.25,"Pa14_09810",0.814,"trial_2",0.58625,0.0904363265876421
"2246",5.25,"Pa14_64590",1.164,"trial_2",0.903,0.113477604251529
"2247",5.25,"Pa14_05300",1.219,"trial_2",0.8595,0.135948826156511
"2248",5.25,"Pa14_18520",1.273,"trial_2",0.9975,0.138886944430833
"2249",5.25,"Pa14_01960",1.149,"trial_2",0.8255,0.116667976183127
"2250",5.25,"Pa14_09480",2.033,"trial_2",0.7555,0.433571697262018
"2251",5.25,"Pa14_19120",1.599,"trial_2",1.06425,0.252622701210059
"2252",5.25,"Pa14_48650",0.983,"trial_2",0.81575,0.0937259969272133
"2253",5.25,"Pa14_58770",1.122,"trial_2",0.894,0.0979421598019294
"2254",5.25,"Pa14_06570",1.051,"trial_2",0.74825,0.134337494765981
"2255",5.25,"Pa14_32750",1.263,"trial_2",1.025,0.226846864646616
"2256",5.25,"Pa14_62830",0.726,"trial_2",0.25875,0.156560624572932
"2257",5.25,"Pa14_17250",1.32,"trial_2",0.88725,0.156407254200905
"2258",5.25,"Pa14_20440",1.231,"trial_2",0.9415,0.101157879903973
"2259",5.25,"Pa14_68350",1.63,"trial_2",1.1105,0.196360425408652
"2260",5.25,"Pa14_72840",1.633,"trial_2",1.05575,0.226462423299466
"2261",5.25,"Pa14",0.889,"trial_2",0.721,0.129439174904663
"2262",5.5,"Pa14_51430",1.613,"trial_2",1.21225,0.279553028660634
"2263",5.5,"Pa14_16930",1.938,"trial_2",1.36125,0.49932410566685
"2264",5.5,"Pa14_09810",0.968,"trial_2",0.76925,0.137599887960226
"2265",5.5,"Pa14_64590",1.431,"trial_2",1.05525,0.156683531893644
"2266",5.5,"Pa14_05300",1.786,"trial_2",1.0825,0.244738125350343
"2267",5.5,"Pa14_18520",1.547,"trial_2",1.1575,0.17278237757364
"2268",5.5,"Pa14_01960",1.414,"trial_2",0.95425,0.159138500998344
"2269",5.5,"Pa14_09480",2.441,"trial_2",0.9105,0.521032708506226
"2270",5.5,"Pa14_19120",1.899,"trial_2",1.245,0.291081889966838
"2271",5.5,"Pa14_48650",1.137,"trial_2",0.91725,0.106841295855114
"2272",5.5,"Pa14_58770",1.286,"trial_2",1.02475,0.116120178407258
"2273",5.5,"Pa14_06570",1.2,"trial_2",0.86825,0.149984651992573
"2274",5.5,"Pa14_32750",1.497,"trial_2",1.22025,0.266470565916763
"2275",5.5,"Pa14_62830",0.843,"trial_2",0.3045,0.180768959356043
"2276",5.5,"Pa14_17250",1.617,"trial_2",1.06425,0.197345456412522
"2277",5.5,"Pa14_20440",1.442,"trial_2",1.104,0.117804216110177
"2278",5.5,"Pa14_68350",1.836,"trial_2",1.2995,0.207758874660025
"2279",5.5,"Pa14_72840",1.93,"trial_2",1.23925,0.272776885323274
"2280",5.5,"Pa14",1.048,"trial_2",0.85575,0.148336540227507
"2281",5.75,"Pa14_51430",1.917,"trial_2",1.428,0.341473522643655
"2282",5.75,"Pa14_16930",2.3,"trial_2",1.56575,0.537825308534286
"2283",5.75,"Pa14_09810",1.172,"trial_2",1.06675,0.288957140708906
"2284",5.75,"Pa14_64590",1.784,"trial_2",1.268,0.214148313091651
"2285",5.75,"Pa14_05300",2.516,"trial_2",1.35675,0.397192727148925
"2286",5.75,"Pa14_18520",1.846,"trial_2",1.3415,0.216242340904828
"2287",5.75,"Pa14_01960",1.732,"trial_2",1.09225,0.216247687848911
"2288",5.75,"Pa14_09480",2.856,"trial_2",1.096,0.597064485629484
"2289",5.75,"Pa14_19120",2.176,"trial_2",1.4355,0.334449174016023
"2290",5.75,"Pa14_48650",1.372,"trial_2",1.06025,0.138252411069994
"2291",5.75,"Pa14_58770",1.535,"trial_2",1.17125,0.151682989048432
"2292",5.75,"Pa14_06570",1.432,"trial_2",1.00575,0.185049711789382
"2293",5.75,"Pa14_32750",1.773,"trial_2",1.41625,0.317040842531894
"2294",5.75,"Pa14_62830",0.955,"trial_2",0.3535,0.203088445428751
"2295",5.75,"Pa14_17250",1.952,"trial_2",1.25575,0.24441814410282
"2296",5.75,"Pa14_20440",1.735,"trial_2",1.288,0.153669016612545
"2297",5.75,"Pa14_68350",2.008,"trial_2",1.48175,0.213244138254724
"2298",5.75,"Pa14_72840",2.229,"trial_2",1.432,0.321391505799391
"2299",5.75,"Pa14",1.223,"trial_2",0.9855,0.175607754194777
"2300",6,"Pa14_51430",2.212,"trial_2",1.6475,0.390700759320139
"2301",6,"Pa14_16930",2.552,"trial_2",1.72125,0.533028044134015
"2302",6,"Pa14_09810",1.435,"trial_2",1.31025,0.381157311137191
"2303",6,"Pa14_64590",2.077,"trial_2",1.48075,0.256620788648673
"2304",6,"Pa14_05300",2.66,"trial_2",1.52025,0.403601778778703
"2305",6,"Pa14_18520",2.143,"trial_2",1.5725,0.260715202216262
"2306",6,"Pa14_01960",2.009,"trial_2",1.245,0.258891225549779
"2307",6,"Pa14_09480",3.12,"trial_2",1.26175,0.630126227433837
"2308",6,"Pa14_19120",2.459,"trial_2",1.655,0.384955192197741
"2309",6,"Pa14_48650",1.658,"trial_2",1.24325,0.181891622951691
"2310",6,"Pa14_58770",1.867,"trial_2",1.391,0.192627879602097
"2311",6,"Pa14_06570",1.745,"trial_2",1.18525,0.236694027174325
"2312",6,"Pa14_32750",2.043,"trial_2",1.638,0.359813145952173
"2313",6,"Pa14_62830",1.067,"trial_2",0.3995,0.226107091146356
"2314",6,"Pa14_17250",2.301,"trial_2",1.48475,0.290911892446264
"2315",6,"Pa14_20440",2.058,"trial_2",1.516,0.189417968172681
"2316",6,"Pa14_68350",2.148,"trial_2",1.65375,0.208477167015159
"2317",6,"Pa14_72840",2.481,"trial_2",1.65625,0.353445982435789
"2318",6,"Pa14",1.485,"trial_2",1.18925,0.224371111851177
"2319",6.25,"Pa14_51430",2.456,"trial_2",1.86,0.436338553572032
"2320",6.25,"Pa14_16930",2.727,"trial_2",1.93275,0.545003727051476
"2321",6.25,"Pa14_09810",1.754,"trial_2",1.551,0.444140931086819
"2322",6.25,"Pa14_64590",2.407,"trial_2",1.72125,0.30521259667102
"2323",6.25,"Pa14_05300",3.046,"trial_2",1.824,0.469780799948231
"2324",6.25,"Pa14_18520",2.407,"trial_2",1.8095,0.299149210261368
"2325",6.25,"Pa14_01960",2.352,"trial_2",1.46275,0.3026195011892
"2326",6.25,"Pa14_09480",3.356,"trial_2",1.391,0.673031326660703
"2327",6.25,"Pa14_19120",2.675,"trial_2",1.86025,0.414804246000448
"2328",6.25,"Pa14_48650",1.939,"trial_2",1.44725,0.231850661346192
"2329",6.25,"Pa14_58770",2.155,"trial_2",1.6165,0.226087188196648
"2330",6.25,"Pa14_06570",2.047,"trial_2",1.38675,0.280893329397478
"2331",6.25,"Pa14_32750",2.35,"trial_2",1.8895,0.397276247297352
"2332",6.25,"Pa14_62830",1.189,"trial_2",0.45,0.251422950424181
"2333",6.25,"Pa14_17250",2.589,"trial_2",1.732,0.31104179783431
"2334",6.25,"Pa14_20440",2.36,"trial_2",1.77075,0.206760479379724
"2335",6.25,"Pa14_68350",2.336,"trial_2",1.84525,0.213414063500979
"2336",6.25,"Pa14_72840",2.703,"trial_2",1.8685,0.382365553713546
"2337",6.25,"Pa14",1.788,"trial_2",1.3985,0.270990928507456
"2338",6.5,"Pa14_51430",2.678,"trial_2",2.074,0.465720409688044
"2339",6.5,"Pa14_16930",2.83,"trial_2",2.149,0.558496642783106
"2340",6.5,"Pa14_09810",2.041,"trial_2",1.79775,0.501242352393863
"2341",6.5,"Pa14_64590",2.679,"trial_2",2.02925,0.338739667739106
"2342",6.5,"Pa14_05300",3.17,"trial_2",2.10325,0.490570649855859
"2343",6.5,"Pa14_18520",2.602,"trial_2",2.0325,0.32349201432699
"2344",6.5,"Pa14_01960",2.657,"trial_2",1.67,0.339292155327332
"2345",6.5,"Pa14_09480",3.605,"trial_2",1.545,0.713609136712809
"2346",6.5,"Pa14_19120",2.865,"trial_2",2.07725,0.434556550788656
"2347",6.5,"Pa14_48650",2.222,"trial_2",1.66925,0.266231533005891
"2348",6.5,"Pa14_58770",2.429,"trial_2",1.8665,0.252327994219164
"2349",6.5,"Pa14_06570",2.383,"trial_2",1.59925,0.332211121377155
"2350",6.5,"Pa14_32750",2.584,"trial_2",2.09825,0.426081833884838
"2351",6.5,"Pa14_62830",1.271,"trial_2",0.491,0.266951618587838
"2352",6.5,"Pa14_17250",2.836,"trial_2",1.99175,0.31361132393458
"2353",6.5,"Pa14_20440",2.629,"trial_2",2.0525,0.201714526001476
"2354",6.5,"Pa14_68350",2.483,"trial_2",1.988,0.213338932218196
"2355",6.5,"Pa14_72840",2.873,"trial_2",2.08875,0.394739022435499
"2356",6.5,"Pa14",2.087,"trial_2",1.60875,0.322690867291489
"2357",6.75,"Pa14_51430",2.846,"trial_2",2.28625,0.464768826945181
"2358",6.75,"Pa14_16930",2.87,"trial_2",2.3785,0.535429811771191
"2359",6.75,"Pa14_09810",2.297,"trial_2",2.018,0.524144064165569
"2360",6.75,"Pa14_64590",2.918,"trial_2",2.3295,0.361695659360186
"2361",6.75,"Pa14_05300",3.343,"trial_2",2.38675,0.496314479438188
"2362",6.75,"Pa14_18520",2.795,"trial_2",2.2525,0.33210803964975
"2363",6.75,"Pa14_01960",2.843,"trial_2",1.8795,0.338849647090466
"2364",6.75,"Pa14_09480",3.863,"trial_2",1.702,0.755062138723253
"2365",6.75,"Pa14_19120",3.081,"trial_2",2.27975,0.456294198772386
"2366",6.75,"Pa14_48650",2.472,"trial_2",1.922,0.285695933934431
"2367",6.75,"Pa14_58770",2.65,"trial_2",2.12375,0.257065612571317
"2368",6.75,"Pa14_06570",2.678,"trial_2",1.82275,0.372447171869157
"2369",6.75,"Pa14_32750",2.807,"trial_2",2.3025,0.44395880064108
"2370",6.75,"Pa14_62830",1.378,"trial_2",0.58225,0.27198111913636
"2371",6.75,"Pa14_17250",3.063,"trial_2",2.253,0.302226184614548
"2372",6.75,"Pa14_20440",2.849,"trial_2",2.33975,0.180812229951406
"2373",6.75,"Pa14_68350",2.635,"trial_2",2.136,0.216752931544958
"2374",6.75,"Pa14_72840",3.046,"trial_2",2.3165,0.389075935176327
"2375",6.75,"Pa14",2.37,"trial_2",1.8165,0.354791135740452
"2376",7,"Pa14_51430",3.039,"trial_2",2.50425,0.458632273722642
"2377",7,"Pa14_16930",2.945,"trial_2",2.5955,0.479714932711779
"2378",7,"Pa14_09810",2.558,"trial_2",2.23125,0.534849414165645
"2379",7,"Pa14_64590",3.145,"trial_2",2.626,0.378816138339784
"2380",7,"Pa14_05300",3.501,"trial_2",2.6595,0.412445652985538
"2381",7,"Pa14_18520",2.964,"trial_2",2.48325,0.327702195852678
"2382",7,"Pa14_01960",3.245,"trial_2",2.21725,0.367353003481211
"2383",7,"Pa14_09480",4.077,"trial_2",1.872,0.78197325188696
"2384",7,"Pa14_19120",3.258,"trial_2",2.4815,0.47267580503625
"2385",7,"Pa14_48650",2.656,"trial_2",2.1895,0.284842792899288
"2386",7,"Pa14_58770",2.81,"trial_2",2.38475,0.238236358476199
"2387",7,"Pa14_06570",2.877,"trial_2",2.0635,0.390847903068871
"2388",7,"Pa14_32750",2.966,"trial_2",2.5125,0.456407073418748
"2389",7,"Pa14_62830",1.5,"trial_2",0.65325,0.29016844964032
"2390",7,"Pa14_17250",3.216,"trial_2",2.53075,0.26041933331968
"2391",7,"Pa14_20440",3.038,"trial_2",2.61775,0.151334274042597
"2392",7,"Pa14_68350",2.793,"trial_2",2.30575,0.219364755221374
"2393",7,"Pa14_72840",3.282,"trial_2",2.57175,0.385439008361461
"2394",7,"Pa14",2.597,"trial_2",2.05075,0.368629528343385
"2395",7.25,"Pa14_51430",3.156,"trial_2",2.71325,0.432758857987525
"2396",7.25,"Pa14_16930",2.956,"trial_2",2.76675,0.427335616543563
"2397",7.25,"Pa14_09810",2.843,"trial_2",2.45775,0.530794903109164
"2398",7.25,"Pa14_64590",3.333,"trial_2",2.83125,0.358674266105985
"2399",7.25,"Pa14_05300",3.617,"trial_2",2.9975,0.341233668717884
"2400",7.25,"Pa14_18520",3.095,"trial_2",2.67225,0.304252465068075
"2401",7.25,"Pa14_01960",3.341,"trial_2",2.482,0.328121166644275
"2402",7.25,"Pa14_09480",4.151,"trial_2",2.00775,0.775230328676581
"2403",7.25,"Pa14_19120",3.424,"trial_2",2.68275,0.47006974216599
"2404",7.25,"Pa14_48650",2.859,"trial_2",2.44025,0.284410318319618
"2405",7.25,"Pa14_58770",2.965,"trial_2",2.624,0.206408171672861
"2406",7.25,"Pa14_06570",3.091,"trial_2",2.3105,0.397743950299687
"2407",7.25,"Pa14_32750",3.136,"trial_2",2.68775,0.426437251148005
"2408",7.25,"Pa14_62830",1.683,"trial_2",0.722,0.328903481282883
"2409",7.25,"Pa14_17250",3.391,"trial_2",2.785,0.225475423642282
"2410",7.25,"Pa14_20440",3.198,"trial_2",2.85425,0.124566163811312
"2411",7.25,"Pa14_68350",2.941,"trial_2",2.4635,0.212587432993267
"2412",7.25,"Pa14_72840",3.396,"trial_2",2.769,0.35399034826767
"2413",7.25,"Pa14",2.803,"trial_2",2.28775,0.351218681877829
"2414",7.5,"Pa14_51430",3.323,"trial_2",2.92925,0.409972839547532
"2415",7.5,"Pa14_16930",3.023,"trial_2",2.9295,0.371304569502361
"2416",7.5,"Pa14_09810",3.049,"trial_2",2.68775,0.498964490219494
"2417",7.5,"Pa14_64590",3.509,"trial_2",3.0485,0.338325656727361
"2418",7.5,"Pa14_05300",3.725,"trial_2",3.28175,0.235504202014883
"2419",7.5,"Pa14_18520",3.239,"trial_2",2.852,0.285807044466484
"2420",7.5,"Pa14_01960",3.469,"trial_2",2.73075,0.281867100776235
"2421",7.5,"Pa14_09480",4.308,"trial_2",2.1735,0.790863083388437
"2422",7.5,"Pa14_19120",3.496,"trial_2",2.86675,0.443444542755912
"2423",7.5,"Pa14_48650",3.058,"trial_2",2.6935,0.276241591123905
"2424",7.5,"Pa14_58770",3.1,"trial_2",2.81625,0.185781401562876
"2425",7.5,"Pa14_06570",3.293,"trial_2",2.5325,0.398866414563406
"2426",7.5,"Pa14_32750",3.283,"trial_2",2.8805,0.409476393295959
"2427",7.5,"Pa14_62830",1.853,"trial_2",0.802,0.360170561447397
"2428",7.5,"Pa14_17250",3.517,"trial_2",2.9875,0.190632499852465
"2429",7.5,"Pa14_20440",3.323,"trial_2",3.0405,0.104084500927532
"2430",7.5,"Pa14_68350",3.144,"trial_2",2.613,0.22661751918155
"2431",7.5,"Pa14_72840",3.491,"trial_2",2.96775,0.327845587383248
"2432",7.5,"Pa14",2.943,"trial_2",2.516,0.315584642634376
"2433",7.75,"Pa14_51430",3.407,"trial_2",3.0955,0.385921084333745
"2434",7.75,"Pa14_16930",3.033,"trial_2",3.07275,0.322243793578713
"2435",7.75,"Pa14_09810",3.352,"trial_2",2.9245,0.477910992410372
"2436",7.75,"Pa14_64590",3.674,"trial_2",3.25325,0.32110444173197
"2437",7.75,"Pa14_05300",3.826,"trial_2",3.51075,0.170868553279999
"2438",7.75,"Pa14_18520",3.487,"trial_2",3.033,0.280694080213079
"2439",7.75,"Pa14_01960",3.568,"trial_2",3.023,0.240011805265213
"2440",7.75,"Pa14_09480",4.394,"trial_2",2.323,0.792182112900815
"2441",7.75,"Pa14_19120",3.679,"trial_2",3.0675,0.420894780992431
"2442",7.75,"Pa14_48650",3.228,"trial_2",2.9015,0.273828565590468
"2443",7.75,"Pa14_58770",3.355,"trial_2",3.0285,0.178316432220926
"2444",7.75,"Pa14_06570",3.603,"trial_2",2.777,0.402818197205638
"2445",7.75,"Pa14_32750",3.482,"trial_2",3.06425,0.379950956264972
"2446",7.75,"Pa14_62830",2.109,"trial_2",0.9135,0.408885578941917
"2447",7.75,"Pa14_17250",3.777,"trial_2",3.20975,0.199173866675994
"2448",7.75,"Pa14_20440",3.444,"trial_2",3.201,0.0921421004029464
"2449",7.75,"Pa14_68350",3.29,"trial_2",2.7465,0.226517659355733
"2450",7.75,"Pa14_72840",3.674,"trial_2",3.1385,0.316102435928608
"2451",7.75,"Pa14",3.105,"trial_2",2.72675,0.288801943379888
"2452",8,"Pa14_51430",3.521,"trial_2",3.27025,0.362289335338483
"2453",8,"Pa14_16930",3.041,"trial_2",3.1705,0.296131305335995
"2454",8,"Pa14_09810",3.6,"trial_2",3.139,0.449618171340972
"2455",8,"Pa14_64590",3.789,"trial_2",3.423,0.297859866380149
"2456",8,"Pa14_05300",3.916,"trial_2",3.64825,0.170562977127707
"2457",8,"Pa14_18520",3.512,"trial_2",3.1405,0.258564144201524
"2458",8,"Pa14_01960",3.663,"trial_2",3.16825,0.194927924714068
"2459",8,"Pa14_09480",4.438,"trial_2",2.471,0.784926960508641
"2460",8,"Pa14_19120",3.759,"trial_2",3.22925,0.382997035454149
"2461",8,"Pa14_48650",3.416,"trial_2",3.117,0.274868756560896
"2462",8,"Pa14_58770",3.464,"trial_2",3.1895,0.163142320280995
"2463",8,"Pa14_06570",3.629,"trial_2",2.9305,0.360377695388232
"2464",8,"Pa14_32750",3.533,"trial_2",3.19825,0.339168192052262
"2465",8,"Pa14_62830",2.309,"trial_2",1.0185,0.442001602561197
"2466",8,"Pa14_17250",3.829,"trial_2",3.34275,0.168058707500286
"2467",8,"Pa14_20440",3.572,"trial_2",3.335,0.0914631073165569
"2468",8,"Pa14_68350",3.363,"trial_2",2.8565,0.216280874481926
"2469",8,"Pa14_72840",3.736,"trial_2",3.2695,0.291563743745114
"2470",8,"Pa14",3.22,"trial_2",2.912,0.251589281700685
"2471",8.25,"Pa14_51430",3.621,"trial_2",3.40175,0.350798939327549
"2472",8.25,"Pa14_16930",3.062,"trial_2",3.25275,0.288080826331778
"2473",8.25,"Pa14_09810",3.74,"trial_2",3.31825,0.416173916970618
"2474",8.25,"Pa14_64590",3.867,"trial_2",3.56275,0.27134430004455
"2475",8.25,"Pa14_05300",3.983,"trial_2",3.8015,0.159691629920502
"2476",8.25,"Pa14_18520",3.675,"trial_2",3.287,0.264465498695009
"2477",8.25,"Pa14_01960",3.736,"trial_2",3.4,0.161632814325145
"2478",8.25,"Pa14_09480",4.424,"trial_2",2.60375,0.761881702869065
"2479",8.25,"Pa14_19120",3.917,"trial_2",3.36775,0.373033370937954
"2480",8.25,"Pa14_48650",3.586,"trial_2",3.293,0.264970753103055
"2481",8.25,"Pa14_58770",3.538,"trial_2",3.32075,0.158805108545034
"2482",8.25,"Pa14_06570",3.821,"trial_2",3.1215,0.349497138757959
"2483",8.25,"Pa14_32750",3.671,"trial_2",3.33675,0.335500465722479
"2484",8.25,"Pa14_62830",2.534,"trial_2",1.13325,0.480258502440786
"2485",8.25,"Pa14_17250",3.934,"trial_2",3.49075,0.1553455154379
"2486",8.25,"Pa14_20440",3.654,"trial_2",3.4585,0.0900004629617722
"2487",8.25,"Pa14_68350",3.502,"trial_2",2.9715,0.229464775800848
"2488",8.25,"Pa14_72840",3.815,"trial_2",3.38825,0.275755741856206
"2489",8.25,"Pa14",3.346,"trial_2",3.082,0.24864868120838
"2490",8.5,"Pa14_51430",3.744,"trial_2",3.52175,0.347455602679441
"2491",8.5,"Pa14_16930",3.077,"trial_2",3.32825,0.284916179194279
"2492",8.5,"Pa14_09810",3.87,"trial_2",3.50125,0.378342299820326
"2493",8.5,"Pa14_64590",3.943,"trial_2",3.688,0.237179608454577
"2494",8.5,"Pa14_05300",4.052,"trial_2",3.88375,0.144707391541229
"2495",8.5,"Pa14_18520",3.658,"trial_2",3.3705,0.242653559627713
"2496",8.5,"Pa14_01960",3.808,"trial_2",3.5375,0.116187707324542
"2497",8.5,"Pa14_09480",4.46,"trial_2",2.75225,0.743759859878621
"2498",8.5,"Pa14_19120",3.953,"trial_2",3.5025,0.344102092408634
"2499",8.5,"Pa14_48650",3.727,"trial_2",3.491,0.262206979312146
"2500",8.5,"Pa14_58770",3.6,"trial_2",3.44475,0.143694916982706
"2501",8.5,"Pa14_06570",3.92,"trial_2",3.27825,0.315292555943418
"2502",8.5,"Pa14_32750",3.764,"trial_2",3.46575,0.309390900264805
"2503",8.5,"Pa14_62830",2.718,"trial_2",1.2385,0.507709644711752
"2504",8.5,"Pa14_17250",3.931,"trial_2",3.6,0.129106545147796
"2505",8.5,"Pa14_20440",3.745,"trial_2",3.577,0.073587816020498
"2506",8.5,"Pa14_68350",3.598,"trial_2",3.09125,0.215557175323238
"2507",8.5,"Pa14_72840",3.832,"trial_2",3.47225,0.258444505648698
"2508",8.5,"Pa14",3.458,"trial_2",3.22225,0.222483847728324
"2509",8.75,"Pa14_51430",3.835,"trial_2",3.6365,0.340463532065722
"2510",8.75,"Pa14_16930",3.072,"trial_2",3.383,0.283808327338482
"2511",8.75,"Pa14_09810",3.959,"trial_2",3.6715,0.350110815790277
"2512",8.75,"Pa14_64590",4.017,"trial_2",3.80425,0.210292009279161
"2513",8.75,"Pa14_05300",4.106,"trial_2",3.97725,0.135575547819902
"2514",8.75,"Pa14_18520",3.811,"trial_2",3.49,0.243921435439091
"2515",8.75,"Pa14_01960",3.882,"trial_2",3.667,0.0777753174214031
"2516",8.75,"Pa14_09480",4.485,"trial_2",2.88675,0.725686270023073
"2517",8.75,"Pa14_19120",4.088,"trial_2",3.6465,0.329936988933746
"2518",8.75,"Pa14_48650",3.86,"trial_2",3.65025,0.247699540774706
"2519",8.75,"Pa14_58770",3.715,"trial_2",3.563,0.137213337544132
"2520",8.75,"Pa14_06570",4.003,"trial_2",3.4145,0.287085498298562
"2521",8.75,"Pa14_32750",3.852,"trial_2",3.5795,0.30343601741828
"2522",8.75,"Pa14_62830",2.858,"trial_2",1.3385,0.521191343622154
"2523",8.75,"Pa14_17250",4.094,"trial_2",3.7105,0.135169338239114
"2524",8.75,"Pa14_20440",3.837,"trial_2",3.683,0.0685456052566465
"2525",8.75,"Pa14_68350",3.72,"trial_2",3.211,0.214220680607639
"2526",8.75,"Pa14_72840",3.949,"trial_2",3.59425,0.251560256201173
"2527",8.75,"Pa14",3.577,"trial_2",3.3585,0.210971364565589
"2528",9,"Pa14_51430",3.945,"trial_2",3.766,0.325877021794009
"2529",9,"Pa14_16930",3.069,"trial_2",3.41025,0.287907211615131
"2530",9,"Pa14_09810",4.074,"trial_2",3.84725,0.328984643765227
"2531",9,"Pa14_64590",4.076,"trial_2",3.909,0.187454438908943
"2532",9,"Pa14_05300",4.146,"trial_2",4.0535,0.117253642445199
"2533",9,"Pa14_18520",3.874,"trial_2",3.574,0.239788795957331
"2534",9,"Pa14_01960",3.942,"trial_2",3.7995,0.0505049502524258
"2535",9,"Pa14_09480",4.501,"trial_2",3.01225,0.708705554161952
"2536",9,"Pa14_19120",4.052,"trial_2",3.74225,0.312398350134354
"2537",9,"Pa14_48650",3.977,"trial_2",3.79525,0.232436147145834
"2538",9,"Pa14_58770",3.773,"trial_2",3.674,0.135827709495032
"2539",9,"Pa14_06570",4.084,"trial_2",3.52475,0.272836756749037
"2540",9,"Pa14_32750",3.868,"trial_2",3.669,0.289498128951927
"2541",9,"Pa14_62830",2.978,"trial_2",1.4265,0.534134892450712
"2542",9,"Pa14_17250",4.083,"trial_2",3.77325,0.108329262744037
"2543",9,"Pa14_20440",3.917,"trial_2",3.75725,0.0714158887550009
"2544",9,"Pa14_68350",3.761,"trial_2",3.31575,0.206569348726604
"2545",9,"Pa14_72840",3.949,"trial_2",3.66175,0.241270033710502
"2546",9,"Pa14",3.649,"trial_2",3.4555,0.198376955986996
"2547",9.25,"Pa14_51430",4.022,"trial_2",3.87,0.323447831960581
"2548",9.25,"Pa14_16930",3.043,"trial_2",3.4285,0.293662079040973
"2549",9.25,"Pa14_09810",4.148,"trial_2",3.964,0.298662853398276
"2550",9.25,"Pa14_64590",4.124,"trial_2",4.00825,0.162888701777216
"2551",9.25,"Pa14_05300",4.175,"trial_2",4.117,0.112400326215422
"2552",9.25,"Pa14_18520",3.978,"trial_2",3.683,0.241808119521795
"2553",9.25,"Pa14_01960",3.99,"trial_2",3.88975,0.0389623215427419
"2554",9.25,"Pa14_09480",4.492,"trial_2",3.125,0.682796577808257
"2555",9.25,"Pa14_19120",4.152,"trial_2",3.857,0.297702032240292
"2556",9.25,"Pa14_48650",4.068,"trial_2",3.94025,0.228079070718907
"2557",9.25,"Pa14_58770",3.859,"trial_2",3.765,0.120628216710132
"2558",9.25,"Pa14_06570",4.122,"trial_2",3.6305,0.24487020371345
"2559",9.25,"Pa14_32750",3.981,"trial_2",3.76475,0.286935060887767
"2560",9.25,"Pa14_62830",3.065,"trial_2",1.5135,0.534856133304399
"2561",9.25,"Pa14_17250",4.051,"trial_2",3.85325,0.0819963159741542
"2562",9.25,"Pa14_20440",3.991,"trial_2",3.85525,0.0639353514627602
"2563",9.25,"Pa14_68350",3.895,"trial_2",3.4375,0.212900015656802
"2564",9.25,"Pa14_72840",4.024,"trial_2",3.7465,0.232773316053767
"2565",9.25,"Pa14",3.713,"trial_2",3.5635,0.191215628719691
"2566",9.5,"Pa14_51430",4.091,"trial_2",3.966,0.317109339713187
"2567",9.5,"Pa14_16930",3.027,"trial_2",3.4625,0.298196383836782
"2568",9.5,"Pa14_09810",4.218,"trial_2",4.09725,0.269950419830506
"2569",9.5,"Pa14_64590",4.162,"trial_2",4.0905,0.137759149726373
"2570",9.5,"Pa14_05300",4.207,"trial_2",4.181,0.107300201925874
"2571",9.5,"Pa14_18520",4.004,"trial_2",3.76025,0.234123320424657
"2572",9.5,"Pa14_01960",4.034,"trial_2",3.96625,0.0340107213488139
"2573",9.5,"Pa14_09480",4.547,"trial_2",3.25325,0.667329550646955
"2574",9.5,"Pa14_19120",4.161,"trial_2",3.921,0.277447592648894
"2575",9.5,"Pa14_48650",4.153,"trial_2",4.059,0.210873184639489
"2576",9.5,"Pa14_58770",3.961,"trial_2",3.85475,0.110693552206079
"2577",9.5,"Pa14_06570",4.15,"trial_2",3.721,0.220153734164712
"2578",9.5,"Pa14_32750",3.992,"trial_2",3.82725,0.279431379471478
"2579",9.5,"Pa14_62830",3.166,"trial_2",1.608,0.537595107864646
"2580",9.5,"Pa14_17250",4.087,"trial_2",3.92825,0.0684913315683087
"2581",9.5,"Pa14_20440",4.066,"trial_2",3.94275,0.0584983974139463
"2582",9.5,"Pa14_68350",3.913,"trial_2",3.55925,0.205882804446284
"2583",9.5,"Pa14_72840",4.055,"trial_2",3.83275,0.22509419324659
"2584",9.5,"Pa14",3.801,"trial_2",3.68675,0.184974040971519
"2585",9.75,"Pa14_51430",4.177,"trial_2",4.0565,0.308000405843888
"2586",9.75,"Pa14_16930",3.013,"trial_2",3.5015,0.305837783800498
"2587",9.75,"Pa14_09810",4.249,"trial_2",4.1645,0.218988013370595
"2588",9.75,"Pa14_64590",4.191,"trial_2",4.15875,0.118965243523756
"2589",9.75,"Pa14_05300",4.227,"trial_2",4.23425,0.106938748044539
"2590",9.75,"Pa14_18520",4.108,"trial_2",3.83425,0.231575176778514
