"","competition","trial","culture_conditions","Condition","Timepoint_hr","CFU_per_mL_total","mean_CFU_per_mL","log_mean_CFU_per_mL","sem_CFU_per_mL","log_sem_CFU_per_mL","fold_change","log_fold_change","mean_fold_change","mean_log_fold_change"
"142","Pa14NR_Tn_Kp","trial_4","co-culture","JV1_04_3_G05","T24",1.8e+08,99285714.2857143,7.99688676457586,33008450.783538,7.51862514165993,33.3333333333333,0.284639579475812,1.1706085921192,0.068411707456498
"143","Pa14NR_Tn_Kp","trial_4","co-culture","JV1_04_4_B05","T24",1.8e+08,119142857.142857,8.07606801062348,31891503.997317,7.50367500097182,40.9090909090909,0.373580662812593,1.4377615791527,0.157686873916691
"144","Pa14NR_Tn_Kp","trial_4","co-culture","JV1_06_1_A01","T24",2.8e+08,280666666.666667,8.44819083677999,55067635.181152,7.74089642658427,87.5,0.703768887217788,3.3661000917216,0.527127025673104
"145","Pa14NR_Tn_Kp","trial_4","co-culture","JV1_06_1_C05","T24",4e+08,275714285.714286,8.44045926899352,39812485.6496733,7.60001929313892,111.111111111111,0.80751832475615,3.59396532434837,0.555573882590203
"146","Pa14NR_Tn_Kp","trial_4","co-culture","JV1_08_1_A12","T24",3e+07,320857142.857143,8.50631171191118,232510053.9118,8.36644173685613,10,-0.238239165804526,3.65885073363221,0.563344692382984
"147","Pa14NR_Tn_Kp","trial_4","co-culture","JV1_08_1_G07","T24",5.4e+09,3.1e+09,9.49136169383427,431497944.595888,8.63497873133097,1687.5,1.98900461569854,45.4198701375672,1.65724588817041
"148","Pa14NR_Tn_Kp","trial_4","co-culture","JV1_11_2_A06","T24",4.8e+07,6e+07,7.77815125038364,9110433.5791443,6.95953904618804,10.9090909090909,-0.200450604915126,0.936136617933994,-0.0286607665554589
"149","Pa14NR_Tn_Kp","trial_4","co-culture","JV1_11_2_G10","T24",2.8e+08,130428571.428571,8.11537273752004,42532820.4605165,7.62872418285097,73.6842105263158,0.629135268920883,1.46073895081842,0.164572609946031
"150","Pa14NR_Tn_Kp","trial_4","co-culture","JV1_12_4_C11","T24",3.2e+08,251666666.666667,8.40082569690952,27858770.8112026,7.44496195050544,84.2105263157895,0.68712721589857,3.12913491902651,0.495424289041204
"151","Pa14NR_Tn_Kp","trial_4","co-culture","JV1_12_4_D09","T24",2.8e+08,269571428.571429,8.43067386015067,82813001.3782794,7.91809852499243,58.3333333333333,0.527677628162106,4.23853774870086,0.627216055366273
"152","Pa14NR_Tn_Kp","trial_4","co-culture","JV1_14_1_D06","T24",4.8e+09,4457142857.14286,9.64905655400419,664349715.298868,8.82239675322746,1200,1.8409420802431,54.8800430926926,1.73941444371384
"153","Pa14NR_Tn_Kp","trial_4","co-culture","JV1_14_4_D12","T24",5.6e+07,135114285.714286,8.13070126966515,60181421.8626892,7.77946244428517,17.5,0.00479888288176871,1.27079735361642,0.104076301755534
"154","Pa14NR_Tn_Kp","trial_4","co-culture","JV1_14_4_G05","T24",6.8e+07,154428571.428571,8.18872765393905,66596102.110608,7.82344881053075,22.6666666666667,0.117148492182048,1.55207015192393,0.190911347015544
"155","Pa14NR_Tn_Kp","trial_4","co-culture","JV1_15_2_B11","T24",8.2e+07,1.35e+08,8.13033376849501,49351508.8783659,7.69330043537507,15.1851851851852,-0.0568190732437776,1.7842482316111,0.251455274994935
"156","Pa14NR_Tn_Kp","trial_4","co-culture","JV1_15_3_E03","T24",2.2e+08,234428571.428571,8.37001054103884,71771415.3017883,7.85595151041925,57.8947368421053,0.52439991840087,2.65724366625955,0.424431380552498
"157","Pa14NR_Tn_Kp","trial_5","control","JV1_fresh_LB","T0",4600000,5314285.71428571,6.72544489986764,493495.101258347,5.69328284594785,NA,NA,NA,NA
"158","Pa14NR_Tn_Kp","trial_5","co-culture","JV1_JV450","T0",3800000,4257142.85714286,6.629118224062,610564.587612366,5.7857316118681,NA,NA,NA,NA
"159","Pa14NR_Tn_Kp","trial_5","co-culture","JV1_01_2_A05","T0",4200000,4200000,6.6232492903979,438612.531035027,5.64208103518834,NA,NA,NA,NA
"160","Pa14NR_Tn_Kp","trial_5","co-culture","JV1_02_2_A01","T0",3200000,4485714.28571429,6.65183160805896,337659.007642587,5.52847833977304,NA,NA,NA,NA
"161","Pa14NR_Tn_Kp","trial_5","co-culture","JV1_02_3_A03","T0",3200000,4371428.57142857,6.64062338646732,410408.789074576,5.61321665279995,NA,NA,NA,NA
"162","Pa14NR_Tn_Kp","trial_5","co-culture","JV1_04_3_G05","T0",2400000,4371428.57142857,6.64062338646732,673906.269346076,5.82859949662952,NA,NA,NA,NA
"163","Pa14NR_Tn_Kp","trial_5","co-culture","JV1_04_4_B05","T0",2400000,4142857.14285714,6.6172999578847,504672.049504448,5.70300925265895,NA,NA,NA,NA
"164","Pa14NR_Tn_Kp","trial_5","co-culture","JV1_06_1_A01","T0",4200000,4033333.33333333,6.60566411559679,174483.364377365,5.24175402669053,NA,NA,NA,NA
"165","Pa14NR_Tn_Kp","trial_5","co-culture","JV1_06_1_C05","T0",3200000,4228571.42857143,6.62619367104468,476951.772401863,5.6784744670094,NA,NA,NA,NA
"166","Pa14NR_Tn_Kp","trial_5","co-culture","JV1_08_1_A12","T0",3400000,4428571.42857143,6.64626365382002,620949.459531544,5.79305625341362,NA,NA,NA,NA
"167","Pa14NR_Tn_Kp","trial_5","co-culture","JV1_08_1_G07","T0",3400000,3714285.71428571,6.56987530795656,433934.695234077,5.63742437551827,NA,NA,NA,NA
"168","Pa14NR_Tn_Kp","trial_5","co-culture","JV1_11_2_A06","T0",3e+06,3600000,6.55630250076729,416333.199893227,5.61944104445757,NA,NA,NA,NA
"169","Pa14NR_Tn_Kp","trial_5","co-culture","JV1_11_2_G10","T0",4e+06,4428571.42857143,6.64626365382002,466860.989667662,5.66918758633201,NA,NA,NA,NA
"170","Pa14NR_Tn_Kp","trial_5","co-culture","JV1_12_4_C11","T0",4600000,4166666.66666667,6.61978875828839,578311.719096582,5.76216199307726,NA,NA,NA,NA
"171","Pa14NR_Tn_Kp","trial_5","co-culture","JV1_12_4_D09","T0",3200000,4085714.28571429,6.61126799311479,650065.40748882,5.81295705615417,NA,NA,NA,NA
"172","Pa14NR_Tn_Kp","trial_5","co-culture","JV1_14_1_D06","T0",3600000,4171428.57142857,6.62028481143416,432993.06368264,5.63648093924371,NA,NA,NA,NA
"173","Pa14NR_Tn_Kp","trial_5","co-culture","JV1_14_4_D12","T0",4200000,4542857.14285714,6.65732907997018,467443.473973639,5.66972910092923,NA,NA,NA,NA
"174","Pa14NR_Tn_Kp","trial_5","co-culture","JV1_14_4_G05","T0",3800000,4342857.14285714,6.6377755435945,413381.607889728,5.61635115015849,NA,NA,NA,NA
"175","Pa14NR_Tn_Kp","trial_5","co-culture","JV1_15_2_B11","T0",3200000,3971428.57142857,6.59894675590382,506018.203001342,5.70416614000352,NA,NA,NA,NA
"176","Pa14NR_Tn_Kp","trial_5","co-culture","JV1_15_3_E03","T0",3e+06,4628571.42857143,6.66544697019236,692034.366650855,5.84012766219697,NA,NA,NA,NA
"177","Pa14NR_Tn_Kp","trial_5","control","JV1_fresh_LB","T24",8.3e+09,4.7e+09,9.67209785793572,799404540.297101,8.90276661054953,1804.34782608696,1.78302541382789,41.5211197070422,1.6182690566909
"178","Pa14NR_Tn_Kp","trial_5","co-culture","JV1_JV450","T24",1.13e+08,89142857.1428571,7.95008654966817,12060223.0324251,7.08135533938422,29.7368421052632,0,1,0
"179","Pa14NR_Tn_Kp","trial_5","co-culture","JV1_01_2_A05","T24",6.3e+09,2998571428.57143,9.47691439856814,757031887.64514,8.87911417320768,1500,1.70279641218907,34.1903293569285,1.53390328439436
"180","Pa14NR_Tn_Kp","trial_5","co-culture","JV1_02_2_A01","T24",9.2e+07,180285714.285714,8.25596131489386,53106234.1805888,7.72514550622849,28.75,-0.0146569978409603,2.02992448996998,0.307479883135237
"181","Pa14NR_Tn_Kp","trial_5","co-culture","JV1_02_3_A03","T24",4.7e+07,85714285.7142857,7.93305321036939,27184304.1948442,7.43431822134704,14.6875,-0.306346967250798,0.989437552020228,-0.00461161092586463
"182","Pa14NR_Tn_Kp","trial_5","co-culture","JV1_04_3_G05","T24",2.2e+07,99285714.2857143,7.99688676457586,33008450.783538,7.51862514165993,9.16666666666666,-0.511083407756009,1.1706085921192,0.068411707456498
"183","Pa14NR_Tn_Kp","trial_5","co-culture","JV1_04_4_B05","T24",6.9e+07,119142857.142857,8.07606801062348,31891503.997317,7.50367500097182,28.75,-0.0146569978409604,1.4377615791527,0.157686873916691
"184","Pa14NR_Tn_Kp","trial_5","co-culture","JV1_06_1_A01","T24",4.7e+08,280666666.666667,8.44819083677999,55067635.181152,7.74089642658427,111.904761904762,0.575553720671207,3.3661000917216,0.527127025673104
"185","Pa14NR_Tn_Kp","trial_5","co-culture","JV1_06_1_C05","T24",2.5e+08,275714285.714286,8.44045926899352,39812485.6496733,7.60001929313892,78.125,0.419495183485522,3.59396532434837,0.555573882590203
"186","Pa14NR_Tn_Kp","trial_5","co-culture","JV1_08_1_A12","T24",1.36e+08,320857142.857143,8.50631171191118,232510053.9118,8.36644173685613,40,0.128765144461353,3.65885073363221,0.563344692382984
"187","Pa14NR_Tn_Kp","trial_5","co-culture","JV1_08_1_G07","T24",3e+09,3.1e+09,9.49136169383427,431497944.595888,8.63497873133097,882.352941176471,1.4723474908108,45.4198701375672,1.65724588817041
"188","Pa14NR_Tn_Kp","trial_5","co-culture","JV1_11_2_A06","T24",9.1e+07,6e+07,7.77815125038364,9110433.5791443,6.95953904618804,30.3333333333333,0.00862529073482158,0.936136617933994,-0.0286607665554589
"189","Pa14NR_Tn_Kp","trial_5","co-culture","JV1_11_2_G10","T24",1.06e+08,130428571.428571,8.11537273752004,42532820.4605165,7.62872418285097,26.5,-0.0500489729298017,1.46073895081842,0.164572609946031
"190","Pa14NR_Tn_Kp","trial_5","co-culture","JV1_12_4_C11","T24",1.5e+08,251666666.666667,8.40082569690952,27858770.8112026,7.44496195050544,32.6086956521739,0.0400385805074976,3.12913491902651,0.495424289041204
"191","Pa14NR_Tn_Kp","trial_5","co-culture","JV1_12_4_D09","T24",1.01e+08,269571428.571429,8.43067386015067,82813001.3782794,7.91809852499243,31.5625,0.025876548596127,4.23853774870086,0.627216055366273
"192","Pa14NR_Tn_Kp","trial_5","co-culture","JV1_14_1_D06","T24",7.8e+09,4457142857.14286,9.64905655400419,664349715.298868,8.82239675322746,2166.66666666667,1.86249725505658,54.8800430926926,1.73941444371384
"193","Pa14NR_Tn_Kp","trial_5","co-culture","JV1_14_4_D12","T24",1.15e+08,135114285.714286,8.13070126966515,60181421.8626892,7.77946244428517,27.3809523809524,-0.0358462969108984,1.27079735361642,0.104076301755534
"194","Pa14NR_Tn_Kp","trial_5","co-culture","JV1_14_4_G05","T24",9e+07,154428571.428571,8.18872765393905,66596102.110608,7.82344881053075,23.6842105263158,-0.0988359340440949,1.55207015192393,0.190911347015544
"195","Pa14NR_Tn_Kp","trial_5","co-culture","JV1_15_2_B11","T24",7.4e+07,1.35e+08,8.13033376849501,49351508.8783659,7.69330043537507,23.125,-0.109213105455539,1.7842482316111,0.251455274994935
"196","Pa14NR_Tn_Kp","trial_5","co-culture","JV1_15_3_E03","T24",8.2e+07,234428571.428571,8.37001054103884,71771415.3017883,7.85595151041925,27.3333333333333,-0.0366022492025553,2.65724366625955,0.424431380552498
"197","Pa14NR_Tn_Kp","trial_6","control","JV1_fresh_LB","T0",6800000,5314285.71428571,6.72544489986764,493495.101258347,5.69328284594785,NA,NA,NA,NA
"198","Pa14NR_Tn_Kp","trial_6","co-culture","JV1_JV450","T0",7e+06,4257142.85714286,6.629118224062,610564.587612366,5.7857316118681,NA,NA,NA,NA
"199","Pa14NR_Tn_Kp","trial_6","co-culture","JV1_01_2_A05","T0",6200000,4200000,6.6232492903979,438612.531035027,5.64208103518834,NA,NA,NA,NA
"200","Pa14NR_Tn_Kp","trial_6","co-culture","JV1_02_2_A01","T0",4400000,4485714.28571429,6.65183160805896,337659.007642587,5.52847833977304,NA,NA,NA,NA
"201","Pa14NR_Tn_Kp","trial_6","co-culture","JV1_02_3_A03","T0",4400000,4371428.57142857,6.64062338646732,410408.789074576,5.61321665279995,NA,NA,NA,NA
"202","Pa14NR_Tn_Kp","trial_6","co-culture","JV1_04_3_G05","T0",5600000,4371428.57142857,6.64062338646732,673906.269346076,5.82859949662952,NA,NA,NA,NA
"203","Pa14NR_Tn_Kp","trial_6","co-culture","JV1_04_4_B05","T0",4800000,4142857.14285714,6.6172999578847,504672.049504448,5.70300925265895,NA,NA,NA,NA
"204","Pa14NR_Tn_Kp","trial_6","co-culture","JV1_06_1_A01","T0",4e+06,4033333.33333333,6.60566411559679,174483.364377365,5.24175402669053,NA,NA,NA,NA
"205","Pa14NR_Tn_Kp","trial_6","co-culture","JV1_06_1_C05","T0",4200000,4228571.42857143,6.62619367104468,476951.772401863,5.6784744670094,NA,NA,NA,NA
"206","Pa14NR_Tn_Kp","trial_6","co-culture","JV1_08_1_A12","T0",5400000,4428571.42857143,6.64626365382002,620949.459531544,5.79305625341362,NA,NA,NA,NA
"207","Pa14NR_Tn_Kp","trial_6","co-culture","JV1_08_1_G07","T0",5600000,3714285.71428571,6.56987530795656,433934.695234077,5.63742437551827,NA,NA,NA,NA
"208","Pa14NR_Tn_Kp","trial_6","co-culture","JV1_11_2_A06","T0",4400000,3600000,6.55630250076729,416333.199893227,5.61944104445757,NA,NA,NA,NA
"209","Pa14NR_Tn_Kp","trial_6","co-culture","JV1_11_2_G10","T0",5400000,4428571.42857143,6.64626365382002,466860.989667662,5.66918758633201,NA,NA,NA,NA
"210","Pa14NR_Tn_Kp","trial_6","co-culture","JV1_12_4_C11","T0",6400000,4166666.66666667,6.61978875828839,578311.719096582,5.76216199307726,NA,NA,NA,NA
"211","Pa14NR_Tn_Kp","trial_6","co-culture","JV1_12_4_D09","T0",6400000,4085714.28571429,6.61126799311479,650065.40748882,5.81295705615417,NA,NA,NA,NA
"212","Pa14NR_Tn_Kp","trial_6","co-culture","JV1_14_1_D06","T0",5600000,4171428.57142857,6.62028481143416,432993.06368264,5.63648093924371,NA,NA,NA,NA
"213","Pa14NR_Tn_Kp","trial_6","co-culture","JV1_14_4_D12","T0",6e+06,4542857.14285714,6.65732907997018,467443.473973639,5.66972910092923,NA,NA,NA,NA
"214","Pa14NR_Tn_Kp","trial_6","co-culture","JV1_14_4_G05","T0",5800000,4342857.14285714,6.6377755435945,413381.607889728,5.61635115015849,NA,NA,NA,NA
"215","Pa14NR_Tn_Kp","trial_6","co-culture","JV1_15_2_B11","T0",5600000,3971428.57142857,6.59894675590382,506018.203001342,5.70416614000352,NA,NA,NA,NA
"216","Pa14NR_Tn_Kp","trial_6","co-culture","JV1_15_3_E03","T0",4e+06,4628571.42857143,6.66544697019236,692034.366650855,5.84012766219697,NA,NA,NA,NA
"217","Pa14NR_Tn_Kp","trial_6","control","JV1_fresh_LB","T24",3.5e+09,4.7e+09,9.67209785793572,799404540.297101,8.90276661054953,514.705882352941,1.41052913598006,41.5211197070422,1.6182690566909
"218","Pa14NR_Tn_Kp","trial_6","co-culture","JV1_JV450","T24",1.4e+08,89142857.1428571,7.95008654966817,12060223.0324251,7.08135533938422,20,0,1,0
"219","Pa14NR_Tn_Kp","trial_6","co-culture","JV1_01_2_A05","T24",4.9e+08,2998571428.57143,9.47691439856814,757031887.64514,8.87911417320768,79.0322580645161,0.596774394866278,34.1903293569285,1.53390328439436
"220","Pa14NR_Tn_Kp","trial_6","co-culture","JV1_02_2_A01","T24",5e+07,180285714.285714,8.25596131489386,53106234.1805888,7.72514550622849,11.3636363636364,-0.24551266781415,2.02992448996998,0.307479883135237
"221","Pa14NR_Tn_Kp","trial_6","co-culture","JV1_02_3_A03","T24",3.8e+07,85714285.7142857,7.93305321036939,27184304.1948442,7.43431822134704,8.63636363636363,-0.364699075533359,0.989437552020228,-0.00461161092586463
"222","Pa14NR_Tn_Kp","trial_6","co-culture","JV1_04_3_G05","T24",4.1e+07,99285714.2857143,7.99688676457586,33008450.783538,7.51862514165993,7.32142857142857,-0.436434165950446,1.1706085921192,0.068411707456498
"223","Pa14NR_Tn_Kp","trial_6","co-culture","JV1_04_4_B05","T24",1.2e+08,119142857.142857,8.07606801062348,31891503.997317,7.50367500097182,25,0.0969100130080563,1.4377615791527,0.157686873916691
"224","Pa14NR_Tn_Kp","trial_6","co-culture","JV1_06_1_A01","T24",3.3e+08,280666666.666667,8.44819083677999,55067635.181152,7.74089642658427,82.5,0.615423952885944,3.3661000917216,0.527127025673104
"225","Pa14NR_Tn_Kp","trial_6","co-culture","JV1_06_1_C05","T24",1.1e+08,275714285.714286,8.44045926899352,39812485.6496733,7.60001929313892,26.1904761904762,0.117113399096343,3.59396532434837,0.555573882590203
"226","Pa14NR_Tn_Kp","trial_6","co-culture","JV1_08_1_A12","T24",2.8e+08,320857142.857143,8.50631171191118,232510053.9118,8.36644173685613,51.8518518518519,0.413734275855269,3.65885073363221,0.563344692382984
"227","Pa14NR_Tn_Kp","trial_6","co-culture","JV1_08_1_G07","T24",1.9e+09,3.1e+09,9.49136169383427,431497944.595888,8.63497873133097,339.285714285714,1.22953557828265,45.4198701375672,1.65724588817041
"228","Pa14NR_Tn_Kp","trial_6","co-culture","JV1_11_2_A06","T24",2.8e+07,6e+07,7.77815125038364,9110433.5791443,6.95953904618804,6.36363636363636,-0.49732464080795,0.936136617933994,-0.0286607665554589
"229","Pa14NR_Tn_Kp","trial_6","co-culture","JV1_11_2_G10","T24",1e+08,130428571.428571,8.11537273752004,42532820.4605165,7.62872418285097,18.5185185185185,-0.0334237554869499,1.46073895081842,0.164572609946031
"230","Pa14NR_Tn_Kp","trial_6","co-culture","JV1_12_4_C11","T24",2.8e+08,251666666.666667,8.40082569690952,27858770.8112026,7.44496195050544,43.75,0.339948061694351,3.12913491902651,0.495424289041204
"231","Pa14NR_Tn_Kp","trial_6","co-culture","JV1_12_4_D09","T24",2e+08,269571428.571429,8.43067386015067,82813001.3782794,7.91809852499243,31.25,0.193820026016113,4.23853774870086,0.627216055366273
"232","Pa14NR_Tn_Kp","trial_6","co-culture","JV1_14_1_D06","T24",2.8e+09,4457142857.14286,9.64905655400419,664349715.298868,8.82239675322746,500,1.39794000867204,54.8800430926926,1.73941444371384
"233","Pa14NR_Tn_Kp","trial_6","co-culture","JV1_14_4_D12","T24",2.9e+07,135114285.714286,8.13070126966515,60181421.8626892,7.77946244428517,4.83333333333333,-0.616783248148669,1.27079735361642,0.104076301755534
"234","Pa14NR_Tn_Kp","trial_6","co-culture","JV1_14_4_G05","T24",1.8e+08,154428571.428571,8.18872765393905,66596102.110608,7.82344881053075,31.0344827586207,0.190814515876388,1.55207015192393,0.190911347015544
"235","Pa14NR_Tn_Kp","trial_6","co-culture","JV1_15_2_B11","T24",1.6e+08,1.35e+08,8.13033376849501,49351508.8783659,7.69330043537507,28.5714285714286,0.154901959985743,1.7842482316111,0.251455274994935
"236","Pa14NR_Tn_Kp","trial_6","co-culture","JV1_15_3_E03","T24",1.2e+08,234428571.428571,8.37001054103884,71771415.3017883,7.85595151041925,30,0.176091259055681,2.65724366625955,0.424431380552498
"237","Pa14NR_Tn_Kp","trial_7","control","JV1_fresh_LB","T0",6600000,5314285.71428571,6.72544489986764,493495.101258347,5.69328284594785,NA,NA,NA,NA
"238","Pa14NR_Tn_Kp","trial_7","co-culture","JV1_JV450","T0",4e+06,4257142.85714286,6.629118224062,610564.587612366,5.7857316118681,NA,NA,NA,NA
"239","Pa14NR_Tn_Kp","trial_7","co-culture","JV1_01_2_A05","T0",4600000,4200000,6.6232492903979,438612.531035027,5.64208103518834,NA,NA,NA,NA
"240","Pa14NR_Tn_Kp","trial_7","co-culture","JV1_02_2_A01","T0",5200000,4485714.28571429,6.65183160805896,337659.007642587,5.52847833977304,NA,NA,NA,NA
"241","Pa14NR_Tn_Kp","trial_7","co-culture","JV1_02_3_A03","T0",6400000,4371428.57142857,6.64062338646732,410408.789074576,5.61321665279995,NA,NA,NA,NA
"242","Pa14NR_Tn_Kp","trial_7","co-culture","JV1_04_3_G05","T0",7200000,4371428.57142857,6.64062338646732,673906.269346076,5.82859949662952,NA,NA,NA,NA
"243","Pa14NR_Tn_Kp","trial_7","co-culture","JV1_04_4_B05","T0",6200000,4142857.14285714,6.6172999578847,504672.049504448,5.70300925265895,NA,NA,NA,NA
"244","Pa14NR_Tn_Kp","trial_7","co-culture","JV1_06_1_A01","T0",4400000,4033333.33333333,6.60566411559679,174483.364377365,5.24175402669053,NA,NA,NA,NA
"245","Pa14NR_Tn_Kp","trial_7","co-culture","JV1_06_1_C05","T0",6200000,4228571.42857143,6.62619367104468,476951.772401863,5.6784744670094,NA,NA,NA,NA
"246","Pa14NR_Tn_Kp","trial_7","co-culture","JV1_08_1_A12","T0",5600000,4428571.42857143,6.64626365382002,620949.459531544,5.79305625341362,NA,NA,NA,NA
"247","Pa14NR_Tn_Kp","trial_7","co-culture","JV1_08_1_G07","T0",5e+06,3714285.71428571,6.56987530795656,433934.695234077,5.63742437551827,NA,NA,NA,NA
"248","Pa14NR_Tn_Kp","trial_7","co-culture","JV1_11_2_A06","T0",4e+06,3600000,6.55630250076729,416333.199893227,5.61944104445757,NA,NA,NA,NA
"249","Pa14NR_Tn_Kp","trial_7","co-culture","JV1_11_2_G10","T0",6200000,4428571.42857143,6.64626365382002,466860.989667662,5.66918758633201,NA,NA,NA,NA
"250","Pa14NR_Tn_Kp","trial_7","co-culture","JV1_12_4_D09","T0",5200000,4085714.28571429,6.61126799311479,650065.40748882,5.81295705615417,NA,NA,NA,NA
"251","Pa14NR_Tn_Kp","trial_7","co-culture","JV1_14_1_D06","T0",5400000,4171428.57142857,6.62028481143416,432993.06368264,5.63648093924371,NA,NA,NA,NA
"252","Pa14NR_Tn_Kp","trial_7","co-culture","JV1_14_4_D12","T0",6200000,4542857.14285714,6.65732907997018,467443.473973639,5.66972910092923,NA,NA,NA,NA
"253","Pa14NR_Tn_Kp","trial_7","co-culture","JV1_14_4_G05","T0",5200000,4342857.14285714,6.6377755435945,413381.607889728,5.61635115015849,NA,NA,NA,NA
"254","Pa14NR_Tn_Kp","trial_7","co-culture","JV1_15_2_B11","T0",5e+06,3971428.57142857,6.59894675590382,506018.203001342,5.70416614000352,NA,NA,NA,NA
"255","Pa14NR_Tn_Kp","trial_7","co-culture","JV1_15_3_E03","T0",5600000,4628571.42857143,6.66544697019236,692034.366650855,5.84012766219697,NA,NA,NA,NA
"256","Pa14NR_Tn_Kp","trial_7","control","JV1_fresh_LB","T24",3.5e+09,4.7e+09,9.67209785793572,799404540.297101,8.90276661054953,530.30303030303,1.5412542651256,41.5211197070422,1.6182690566909
"257","Pa14NR_Tn_Kp","trial_7","co-culture","JV1_JV450","T24",6.1e+07,89142857.1428571,7.95008654966817,12060223.0324251,7.08135533938422,15.25,0,1,0
"258","Pa14NR_Tn_Kp","trial_7","co-culture","JV1_01_2_A05","T24",1.2e+09,2998571428.57143,9.47691439856814,757031887.64514,8.87911417320768,260.869565217391,1.23315357068325,34.1903293569285,1.53390328439436
"259","Pa14NR_Tn_Kp","trial_7","co-culture","JV1_02_2_A01","T24",6.8e+07,180285714.285714,8.25596131489386,53106234.1805888,7.72514550622849,13.0769230769231,-0.0667642746113676,2.02992448996998,0.307479883135237
"260","Pa14NR_Tn_Kp","trial_7","co-culture","JV1_02_3_A03","T24",4.5e+07,85714285.7142857,7.93305321036939,27184304.1948442,7.43431822134704,7.03125,-0.336237303891348,0.989437552020228,-0.00461161092586463
"261","Pa14NR_Tn_Kp","trial_7","co-culture","JV1_04_3_G05","T24",7.8e+07,99285714.2857143,7.99688676457586,33008450.783538,7.51862514165993,10.8333333333333,-0.148507737423593,1.1706085921192,0.068411707456498
"262","Pa14NR_Tn_Kp","trial_7","co-culture","JV1_04_4_B05","T24",4.1e+07,119142857.142857,8.07606801062348,31891503.997317,7.50367500097182,6.61290322580645,-0.362877676461323,1.4377615791527,0.157686873916691
"263","Pa14NR_Tn_Kp","trial_7","co-culture","JV1_06_1_A01","T24",2.5e+08,280666666.666667,8.44819083677999,55067635.181152,7.74089642658427,56.8181818181818,0.571217488503045,3.3661000917216,0.527127025673104
"264","Pa14NR_Tn_Kp","trial_7","co-culture","JV1_06_1_C05","T24",3.3e+08,275714285.714286,8.44045926899352,39812485.6496733,7.60001929313892,53.2258064516129,0.542852406696829,3.59396532434837,0.555573882590203
"265","Pa14NR_Tn_Kp","trial_7","co-culture","JV1_08_1_A12","T24",1.7e+09,320857142.857143,8.50631171191118,232510053.9118,8.36644173685613,303.571428571429,1.29899105068927,3.65885073363221,0.563344692382984
"266","Pa14NR_Tn_Kp","trial_7","co-culture","JV1_08_1_G07","T24",2.8e+09,3.1e+09,9.49136169383427,431497944.595888,8.63497873133097,560,1.5649181833234,45.4198701375672,1.65724588817041
"267","Pa14NR_Tn_Kp","trial_7","co-culture","JV1_11_2_A06","T24",6.1e+07,6e+07,7.77815125038364,9110433.5791443,6.95953904618804,15.25,0,0.936136617933994,-0.0286607665554589
"268","Pa14NR_Tn_Kp","trial_7","co-culture","JV1_11_2_G10","T24",3.9e+07,130428571.428571,8.11537273752004,42532820.4605165,7.62872418285097,6.29032258064516,-0.384596926154559,1.46073895081842,0.164572609946031
"269","Pa14NR_Tn_Kp","trial_7","co-culture","JV1_12_4_D09","T24",4.6e+07,269571428.571429,8.43067386015067,82813001.3782794,7.91809852499243,8.84615384615384,-0.23651535563603,4.23853774870086,0.627216055366273
"270","Pa14NR_Tn_Kp","trial_7","co-culture","JV1_14_1_D06","T24",2.6e+09,4457142857.14286,9.64905655400419,664349715.298868,8.82239675322746,481.481481481481,1.49930974446504,54.8800430926926,1.73941444371384
"271","Pa14NR_Tn_Kp","trial_7","co-culture","JV1_14_4_D12","T24",3.8e+07,135114285.714286,8.13070126966515,60181421.8626892,7.77946244428517,6.12903225806452,-0.395877936564248,1.27079735361642,0.104076301755534
"272","Pa14NR_Tn_Kp","trial_7","co-culture","JV1_14_4_G05","T24",2.5e+07,154428571.428571,8.18872765393905,66596102.110608,7.82344881053075,4.80769230769231,-0.501333178645566,1.55207015192393,0.190911347015544
"273","Pa14NR_Tn_Kp","trial_7","co-culture","JV1_15_2_B11","T24",4.7e+07,1.35e+08,8.13033376849501,49351508.8783659,7.69330043537507,9.4,-0.210141990083106,1.7842482316111,0.251455274994935
"274","Pa14NR_Tn_Kp","trial_7","co-culture","JV1_15_3_E03","T24",3.9e+07,234428571.428571,8.37001054103884,71771415.3017883,7.85595151041925,6.96428571428571,-0.340393263662506,2.65724366625955,0.424431380552498
"275","spent_Pa14NR_Tn_Kp","trial_1","control","JV1_fresh_LB","T0",4600000,5800000,6.76342799356294,551361.950083609,5.74143679180438,NA,NA,NA,NA
"276","spent_Pa14NR_Tn_Kp","trial_1","spent","JV1_JV450_sp","T0",4800000,6066666.66666667,6.78295013326541,678560.567999972,5.83158861864893,NA,NA,NA,NA
"277","spent_Pa14NR_Tn_Kp","trial_1","spent","JV1_01_2_A05_sp","T0",4400000,5833333.33333333,6.76591679396663,678069.154126463,5.8312739884452,NA,NA,NA,NA
"278","spent_Pa14NR_Tn_Kp","trial_1","spent","JV1_02_2_A01_sp","T0",5e+06,6266666.66666667,6.79703659454402,692178.525462262,5.84021812136968,NA,NA,NA,NA
"279","spent_Pa14NR_Tn_Kp","trial_1","spent","JV1_02_3_A03_sp","T0",4400000,5360000,6.72916478969277,511468.474101777,5.70881886982611,NA,NA,NA,NA
"280","spent_Pa14NR_Tn_Kp","trial_1","spent","JV1_04_3_G05_sp","T0",4600000,6166666.66666667,6.79005047368335,842878.665315741,5.92576506124817,NA,NA,NA,NA
