"","Time","strain","OD600","expt","trial","sugar","mean_OD600","sem_OD600"
"263",16.25,"JV4_NAG",0.357,"Mouse_Pa","trial_1","nag",0.563666666666667,0.234704305693592
"264",16.25,"JV5_NAG",0.344,"Mouse_Pa","trial_1","nag",0.342666666666667,0.0265664784602284
"265",16.5,"JV1_NAG",2.552,"Mouse_Pa","trial_1","nag",2.41066666666667,0.0710054770970366
"266",16.5,"JV3_NAG",1.347,"Mouse_Pa","trial_1","nag",1.33,0.0309246395829173
"267",16.5,"JV4_NAG",0.358,"Mouse_Pa","trial_1","nag",0.569666666666667,0.239693090801086
"268",16.5,"JV5_NAG",0.339,"Mouse_Pa","trial_1","nag",0.342666666666667,0.0269093127208985
"269",16.75,"JV1_NAG",2.562,"Mouse_Pa","trial_1","nag",2.42,0.0715262189689906
"270",16.75,"JV3_NAG",1.353,"Mouse_Pa","trial_1","nag",1.35133333333333,0.0355168191768977
"271",16.75,"JV4_NAG",0.364,"Mouse_Pa","trial_1","nag",0.574666666666667,0.243889546949251
"272",16.75,"JV5_NAG",0.348,"Mouse_Pa","trial_1","nag",0.348,0.0288675134594813
"273",17,"JV1_NAG",2.575,"Mouse_Pa","trial_1","nag",2.43,0.0732006375199926
"274",17,"JV3_NAG",1.376,"Mouse_Pa","trial_1","nag",1.36633333333333,0.0346906967996384
"275",17,"JV4_NAG",0.368,"Mouse_Pa","trial_1","nag",0.585666666666667,0.251910257388971
"276",17,"JV5_NAG",0.35,"Mouse_Pa","trial_1","nag",0.351,0.0274286954362276
"277",17.25,"JV1_NAG",2.579,"Mouse_Pa","trial_1","nag",2.43766666666667,0.0711953494111644
"278",17.25,"JV3_NAG",1.387,"Mouse_Pa","trial_1","nag",1.37066666666667,0.0275095942859537
"279",17.25,"JV4_NAG",0.367,"Mouse_Pa","trial_1","nag",0.592666666666667,0.254181256411859
"280",17.25,"JV5_NAG",0.35,"Mouse_Pa","trial_1","nag",0.355666666666667,0.0281444685704156
"281",17.5,"JV1_NAG",2.587,"Mouse_Pa","trial_1","nag",2.44933333333333,0.0692732111120726
"282",17.5,"JV3_NAG",1.38,"Mouse_Pa","trial_1","nag",1.38066666666667,0.0196327390968363
"283",17.5,"JV4_NAG",0.366,"Mouse_Pa","trial_1","nag",0.602333333333333,0.262246915033227
"284",17.5,"JV5_NAG",0.349,"Mouse_Pa","trial_1","nag",0.362,0.0276224546338663
"285",17.75,"JV1_NAG",2.592,"Mouse_Pa","trial_1","nag",2.458,0.0674190873071813
"286",17.75,"JV3_NAG",1.378,"Mouse_Pa","trial_1","nag",1.37966666666667,0.0199360087390742
"287",17.75,"JV4_NAG",0.369,"Mouse_Pa","trial_1","nag",0.612,0.267873726470763
"288",17.75,"JV5_NAG",0.361,"Mouse_Pa","trial_1","nag",0.371666666666667,0.0253924748257782
"289",18,"JV1_NAG",2.605,"Mouse_Pa","trial_1","nag",2.46533333333333,0.0704800996341836
"290",18,"JV3_NAG",1.371,"Mouse_Pa","trial_1","nag",1.38166666666667,0.015387585183445
"291",18,"JV4_NAG",0.36,"Mouse_Pa","trial_1","nag",0.618666666666667,0.27686177859077
"292",18,"JV5_NAG",0.359,"Mouse_Pa","trial_1","nag",0.379,0.0235867194271127
"293",18.25,"JV1_NAG",2.611,"Mouse_Pa","trial_1","nag",2.479,0.0661614187675366
"294",18.25,"JV3_NAG",1.36,"Mouse_Pa","trial_1","nag",1.37633333333333,0.0105251022692312
"295",18.25,"JV4_NAG",0.371,"Mouse_Pa","trial_1","nag",0.632,0.281237147854499
"296",18.25,"JV5_NAG",0.372,"Mouse_Pa","trial_1","nag",0.389,0.0211266025033211
"297",18.5,"JV1_NAG",2.614,"Mouse_Pa","trial_1","nag",2.48333333333333,0.0655396402526322
"298",18.5,"JV3_NAG",1.358,"Mouse_Pa","trial_1","nag",1.381,0.0125033328890073
"299",18.5,"JV4_NAG",0.37,"Mouse_Pa","trial_1","nag",0.638333333333333,0.282957201318111
"300",18.5,"JV5_NAG",0.376,"Mouse_Pa","trial_1","nag",0.397,0.0195192212959431
"301",18.75,"JV1_NAG",2.629,"Mouse_Pa","trial_1","nag",2.49633333333333,0.0666366599136275
"302",18.75,"JV3_NAG",1.356,"Mouse_Pa","trial_1","nag",1.391,0.0187171935218219
"303",18.75,"JV4_NAG",0.378,"Mouse_Pa","trial_1","nag",0.647333333333333,0.280911809015649
"304",18.75,"JV5_NAG",0.395,"Mouse_Pa","trial_1","nag",0.405666666666667,0.0132455443242037
"305",19,"JV1_NAG",2.641,"Mouse_Pa","trial_1","nag",2.50433333333333,0.0687442926923958
"306",19,"JV3_NAG",1.353,"Mouse_Pa","trial_1","nag",1.39433333333333,0.0281089151535791
"307",19,"JV4_NAG",0.372,"Mouse_Pa","trial_1","nag",0.650333333333333,0.280335711444531
"308",19,"JV5_NAG",0.394,"Mouse_Pa","trial_1","nag",0.412666666666667,0.0131318104023948
"309",19.25,"JV1_NAG",2.651,"Mouse_Pa","trial_1","nag",2.51166666666667,0.0696881944409843
"310",19.25,"JV3_NAG",1.315,"Mouse_Pa","trial_1","nag",1.38733333333333,0.0460953118850256
"311",19.25,"JV4_NAG",0.389,"Mouse_Pa","trial_1","nag",0.66,0.274507437664872
"312",19.25,"JV5_NAG",0.417,"Mouse_Pa","trial_1","nag",0.423,0.010816653826392
"313",19.5,"JV1_NAG",2.657,"Mouse_Pa","trial_1","nag",2.522,0.067515430335097
"314",19.5,"JV3_NAG",1.323,"Mouse_Pa","trial_1","nag",1.38266666666667,0.0532989472483067
"315",19.5,"JV4_NAG",0.391,"Mouse_Pa","trial_1","nag",0.666666666666667,0.273669102709418
"316",19.5,"JV5_NAG",0.423,"Mouse_Pa","trial_1","nag",0.431,0.0070237691685685
"317",19.75,"JV1_NAG",2.662,"Mouse_Pa","trial_1","nag",2.528,0.0670397891802572
"318",19.75,"JV3_NAG",1.308,"Mouse_Pa","trial_1","nag",1.37166666666667,0.0692395198648222
"319",19.75,"JV4_NAG",0.408,"Mouse_Pa","trial_1","nag",0.674666666666667,0.267166822624201
"320",19.75,"JV5_NAG",0.439,"Mouse_Pa","trial_1","nag",0.445666666666667,0.0114649223479466
"321",20,"JV1_NAG",2.668,"Mouse_Pa","trial_1","nag",2.54166666666667,0.0633570131170269
"322",20,"JV3_NAG",1.272,"Mouse_Pa","trial_1","nag",1.36766666666667,0.0849045215390663
"323",20,"JV4_NAG",0.426,"Mouse_Pa","trial_1","nag",0.691333333333333,0.267837222539694
"324",20,"JV5_NAG",0.435,"Mouse_Pa","trial_1","nag",0.45,0.00750555349946514
"325",20.25,"JV1_NAG",2.679,"Mouse_Pa","trial_1","nag",2.54666666666667,0.0661824078672807
"326",20.25,"JV3_NAG",1.28,"Mouse_Pa","trial_1","nag",1.337,0.115295273103454
"327",20.25,"JV4_NAG",0.437,"Mouse_Pa","trial_1","nag",0.697333333333333,0.262335874617085
"328",20.25,"JV5_NAG",0.452,"Mouse_Pa","trial_1","nag",0.465666666666667,0.00952773728530429
"329",20.5,"JV1_NAG",2.681,"Mouse_Pa","trial_1","nag",2.554,0.0635059052372298
"330",20.5,"JV3_NAG",1.24,"Mouse_Pa","trial_1","nag",1.31166666666667,0.159668754335691
"331",20.5,"JV4_NAG",0.451,"Mouse_Pa","trial_1","nag",0.710666666666667,0.260667306052072
"332",20.5,"JV5_NAG",0.463,"Mouse_Pa","trial_1","nag",0.473333333333333,0.00523874454850056
"333",20.75,"JV1_NAG",2.693,"Mouse_Pa","trial_1","nag",2.56633333333333,0.0633438587745051
"334",20.75,"JV3_NAG",1.216,"Mouse_Pa","trial_1","nag",1.274,0.18644391471253
"335",20.75,"JV4_NAG",0.459,"Mouse_Pa","trial_1","nag",0.718666666666667,0.260166826820365
"336",20.75,"JV5_NAG",0.468,"Mouse_Pa","trial_1","nag",0.479666666666667,0.0080069414329762
"337",21,"JV1_NAG",2.699,"Mouse_Pa","trial_1","nag",2.57,0.0645006459915971
"338",21,"JV3_NAG",1.165,"Mouse_Pa","trial_1","nag",1.247,0.217518581581743
"339",21,"JV4_NAG",0.474,"Mouse_Pa","trial_1","nag",0.724,0.253005928784288
"340",21,"JV5_NAG",0.489,"Mouse_Pa","trial_1","nag",0.495666666666667,0.00480740170061866
"341",21.25,"JV1_NAG",2.707,"Mouse_Pa","trial_1","nag",2.577,0.0650640709864771
"342",21.25,"JV3_NAG",1.132,"Mouse_Pa","trial_1","nag",1.23,0.236646008488065
"343",21.25,"JV4_NAG",0.483,"Mouse_Pa","trial_1","nag",0.735666666666667,0.251667328917451
"344",21.25,"JV5_NAG",0.492,"Mouse_Pa","trial_1","nag",0.505666666666667,0.00698410894658566
"345",21.5,"JV1_NAG",2.715,"Mouse_Pa","trial_1","nag",2.58666666666667,0.064182898379899
"346",21.5,"JV3_NAG",1.099,"Mouse_Pa","trial_1","nag",1.20033333333333,0.265835370943079
"347",21.5,"JV4_NAG",0.495,"Mouse_Pa","trial_1","nag",0.740666666666667,0.247669358442079
"348",21.5,"JV5_NAG",0.503,"Mouse_Pa","trial_1","nag",0.514333333333333,0.00611918658356195
"349",21.75,"JV1_NAG",2.722,"Mouse_Pa","trial_1","nag",2.59433333333333,0.0639435514948754
"350",21.75,"JV3_NAG",1.049,"Mouse_Pa","trial_1","nag",1.17933333333333,0.294531454649207
"351",21.75,"JV4_NAG",0.509,"Mouse_Pa","trial_1","nag",0.752,0.246006097485408
"352",21.75,"JV5_NAG",0.509,"Mouse_Pa","trial_1","nag",0.539333333333333,0.0203497201727962
"353",22,"JV1_NAG",2.729,"Mouse_Pa","trial_1","nag",2.60166666666667,0.0639826365334985
"354",22,"JV3_NAG",0.979,"Mouse_Pa","trial_1","nag",1.14533333333333,0.320161591144916
"355",22,"JV4_NAG",0.516,"Mouse_Pa","trial_1","nag",0.759333333333333,0.244834864982729
"356",22,"JV5_NAG",0.522,"Mouse_Pa","trial_1","nag",0.546666666666667,0.0161279605378706
"357",22.25,"JV1_NAG",2.741,"Mouse_Pa","trial_1","nag",2.61333333333333,0.0639800316070917
"358",22.25,"JV3_NAG",0.968,"Mouse_Pa","trial_1","nag",1.146,0.319784823488128
"359",22.25,"JV4_NAG",0.524,"Mouse_Pa","trial_1","nag",0.768666666666667,0.243667350660235
"360",22.25,"JV5_NAG",0.54,"Mouse_Pa","trial_1","nag",0.553666666666667,0.00779601037568431
"361",22.5,"JV1_NAG",2.747,"Mouse_Pa","trial_1","nag",2.62133333333333,0.0634674019565249
"362",22.5,"JV3_NAG",0.902,"Mouse_Pa","trial_1","nag",1.132,0.348604360271067
"363",22.5,"JV4_NAG",0.532,"Mouse_Pa","trial_1","nag",0.780333333333333,0.245837570584952
"364",22.5,"JV5_NAG",0.549,"Mouse_Pa","trial_1","nag",0.572,0.0138924439894498
"365",22.75,"JV1_NAG",2.756,"Mouse_Pa","trial_1","nag",2.631,0.0626498204307083
"366",22.75,"JV3_NAG",0.807,"Mouse_Pa","trial_1","nag",1.109,0.363128535553643
"367",22.75,"JV4_NAG",0.533,"Mouse_Pa","trial_1","nag",0.779666666666667,0.24168390743099
"368",22.75,"JV5_NAG",0.554,"Mouse_Pa","trial_1","nag",0.576666666666667,0.0146211414663075
"369",23,"JV1_NAG",2.76,"Mouse_Pa","trial_1","nag",2.63733333333333,0.0621136950366914
"370",23,"JV3_NAG",0.801,"Mouse_Pa","trial_1","nag",1.117,0.372879337051545
"371",23,"JV4_NAG",0.552,"Mouse_Pa","trial_1","nag",0.792,0.238501572321861
"372",23,"JV5_NAG",0.563,"Mouse_Pa","trial_1","nag",0.59,0.0172143351115672
"373",23.25,"JV1_NAG",2.764,"Mouse_Pa","trial_1","nag",2.64033333333333,0.0623974714587413
"374",23.25,"JV3_NAG",0.781,"Mouse_Pa","trial_1","nag",1.107,0.38075495181722
"375",23.25,"JV4_NAG",0.558,"Mouse_Pa","trial_1","nag",0.796,0.236002824841851
"376",23.25,"JV5_NAG",0.572,"Mouse_Pa","trial_1","nag",0.586,0.007371114795832
"377",23.5,"JV1_NAG",2.772,"Mouse_Pa","trial_1","nag",2.64633333333333,0.0635513790391504
"378",23.5,"JV3_NAG",0.794,"Mouse_Pa","trial_1","nag",1.12966666666667,0.383108484780892
"379",23.5,"JV4_NAG",0.567,"Mouse_Pa","trial_1","nag",0.809666666666667,0.240669436733827
"380",23.5,"JV5_NAG",0.581,"Mouse_Pa","trial_1","nag",0.598333333333333,0.00913479307069649
"381",23.75,"JV1_NAG",2.785,"Mouse_Pa","trial_1","nag",2.65933333333333,0.0637346931514628
"382",23.75,"JV3_NAG",0.817,"Mouse_Pa","trial_1","nag",1.151,0.384043400325189
"383",23.75,"JV4_NAG",0.58,"Mouse_Pa","trial_1","nag",0.813333333333333,0.233833511522859
"384",23.75,"JV5_NAG",0.589,"Mouse_Pa","trial_1","nag",0.623,0.0215715862498179
"385",24,"JV1_NAG",2.788,"Mouse_Pa","trial_1","nag",2.664,0.0630661028868388
"386",24,"JV3_NAG",0.798,"Mouse_Pa","trial_1","nag",1.13266666666667,0.401949554601625
"387",24,"JV4_NAG",0.586,"Mouse_Pa","trial_1","nag",0.818666666666667,0.232666666666667
"388",24,"JV5_NAG",0.597,"Mouse_Pa","trial_1","nag",0.638666666666667,0.0300462606288666
"389",0,"JV1_NAG",0.006,"Mouse_Pa","trial_2","nag",0.00266666666666667,0.00240370085030933
"390",0,"JV3_NAG",0.006,"Mouse_Pa","trial_2","nag",0.00266666666666667,0.00284800124843918
"391",0,"JV4_NAG",0.002,"Mouse_Pa","trial_2","nag",0.000666666666666667,0.00133333333333333
"392",0,"JV5_NAG",-0.001,"Mouse_Pa","trial_2","nag",-0.00133333333333333,0.00260341655863555
"393",0.25,"JV1_NAG",0.006,"Mouse_Pa","trial_2","nag",0.00333333333333333,0.00176383420737639
"394",0.25,"JV3_NAG",0.004,"Mouse_Pa","trial_2","nag",0.002,0.00251661147842358
"395",0.25,"JV4_NAG",0.002,"Mouse_Pa","trial_2","nag",0.001,0.00152752523165195
"396",0.25,"JV5_NAG",-0.001,"Mouse_Pa","trial_2","nag",-0.001,0.0023094010767585
"397",0.5,"JV1_NAG",0.006,"Mouse_Pa","trial_2","nag",0.00466666666666667,0.00133333333333333
"398",0.5,"JV3_NAG",0,"Mouse_Pa","trial_2","nag",-0.001,0.000577350269189626
"399",0.5,"JV4_NAG",0.002,"Mouse_Pa","trial_2","nag",0.00166666666666667,0.000881917103688197
"400",0.5,"JV5_NAG",-0.003,"Mouse_Pa","trial_2","nag",-0.00133333333333333,0.000881917103688197
"401",0.75,"JV1_NAG",0.01,"Mouse_Pa","trial_2","nag",0.00466666666666667,0.00392994204085053
"402",0.75,"JV3_NAG",0.001,"Mouse_Pa","trial_2","nag",0,0.001
"403",0.75,"JV4_NAG",0.006,"Mouse_Pa","trial_2","nag",0.00333333333333333,0.002185812841434
"404",0.75,"JV5_NAG",-0.001,"Mouse_Pa","trial_2","nag",-0.00233333333333333,0.00185592145427667
"405",1,"JV1_NAG",0.016,"Mouse_Pa","trial_2","nag",0.01,0.00458257569495584
"406",1,"JV3_NAG",0.002,"Mouse_Pa","trial_2","nag",0.001,0.00208166599946613
"407",1,"JV4_NAG",0.005,"Mouse_Pa","trial_2","nag",0.003,0.00251661147842358
"408",1,"JV5_NAG",0,"Mouse_Pa","trial_2","nag",-0.002,0.00305505046330389
"409",1.25,"JV1_NAG",0.026,"Mouse_Pa","trial_2","nag",0.0206666666666667,0.004371625682868
"410",1.25,"JV3_NAG",0.002,"Mouse_Pa","trial_2","nag",0.001,0.00152752523165195
"411",1.25,"JV4_NAG",0.004,"Mouse_Pa","trial_2","nag",0.003,0.00208166599946613
"412",1.25,"JV5_NAG",0,"Mouse_Pa","trial_2","nag",-0.00133333333333333,0.00352766841475279
"413",1.5,"JV1_NAG",0.044,"Mouse_Pa","trial_2","nag",0.038,0.00416333199893227
"414",1.5,"JV3_NAG",0.002,"Mouse_Pa","trial_2","nag",0.00133333333333333,0.00176383420737639
"415",1.5,"JV4_NAG",0.005,"Mouse_Pa","trial_2","nag",0.003,0.002
"416",1.5,"JV5_NAG",0.002,"Mouse_Pa","trial_2","nag",0,0.00305505046330389
"417",1.75,"JV1_NAG",0.068,"Mouse_Pa","trial_2","nag",0.0626666666666667,0.00392994204085053
"418",1.75,"JV3_NAG",0.002,"Mouse_Pa","trial_2","nag",0.00133333333333333,0.00233333333333333
"419",1.75,"JV4_NAG",0.007,"Mouse_Pa","trial_2","nag",0.005,0.002
"420",1.75,"JV5_NAG",0.004,"Mouse_Pa","trial_2","nag",0.001,0.003
"421",2,"JV1_NAG",0.101,"Mouse_Pa","trial_2","nag",0.0973333333333333,0.00366666666666667
"422",2,"JV3_NAG",0.003,"Mouse_Pa","trial_2","nag",0.002,0.00208166599946613
"423",2,"JV4_NAG",0.007,"Mouse_Pa","trial_2","nag",0.00533333333333333,0.002185812841434
"424",2,"JV5_NAG",0.006,"Mouse_Pa","trial_2","nag",0.00233333333333333,0.00366666666666667
"425",2.25,"JV1_NAG",0.138,"Mouse_Pa","trial_2","nag",0.132666666666667,0.00484194634877799
"426",2.25,"JV3_NAG",0.004,"Mouse_Pa","trial_2","nag",0.00333333333333333,0.00176383420737639
"427",2.25,"JV4_NAG",0.009,"Mouse_Pa","trial_2","nag",0.00733333333333333,0.00166666666666667
"428",2.25,"JV5_NAG",0.007,"Mouse_Pa","trial_2","nag",0.00433333333333333,0.00371184290855335
"429",2.5,"JV1_NAG",0.185,"Mouse_Pa","trial_2","nag",0.182,0.00208166599946613
"430",2.5,"JV3_NAG",0.004,"Mouse_Pa","trial_2","nag",0.00433333333333333,0.00145296631451356
"431",2.5,"JV4_NAG",0.011,"Mouse_Pa","trial_2","nag",0.00933333333333333,0.00166666666666667
"432",2.5,"JV5_NAG",0.008,"Mouse_Pa","trial_2","nag",0.00466666666666667,0.00333333333333333
"433",2.75,"JV1_NAG",0.239,"Mouse_Pa","trial_2","nag",0.239,0.00346410161513775
"434",2.75,"JV3_NAG",0.006,"Mouse_Pa","trial_2","nag",0.005,0.00264575131106459
"435",2.75,"JV4_NAG",0.011,"Mouse_Pa","trial_2","nag",0.0106666666666667,0.00145296631451356
"436",2.75,"JV5_NAG",0.011,"Mouse_Pa","trial_2","nag",0.00833333333333333,0.00317979733805649
"437",3,"JV1_NAG",0.3,"Mouse_Pa","trial_2","nag",0.302666666666667,0.002185812841434
"438",3,"JV3_NAG",0.006,"Mouse_Pa","trial_2","nag",0.006,0.00288675134594813
"439",3,"JV4_NAG",0.012,"Mouse_Pa","trial_2","nag",0.0133333333333333,0.00133333333333333
"440",3,"JV5_NAG",0.015,"Mouse_Pa","trial_2","nag",0.0103333333333333,0.0032829526005987
"441",3.25,"JV1_NAG",0.393,"Mouse_Pa","trial_2","nag",0.405333333333333,0.0138604152575279
"442",3.25,"JV3_NAG",0.009,"Mouse_Pa","trial_2","nag",0.0113333333333333,0.00617341972581738
"443",3.25,"JV4_NAG",0.015,"Mouse_Pa","trial_2","nag",0.017,0.00152752523165195
"444",3.25,"JV5_NAG",0.021,"Mouse_Pa","trial_2","nag",0.0163333333333333,0.00417665469538056
"445",3.5,"JV1_NAG",0.558,"Mouse_Pa","trial_2","nag",0.566333333333333,0.0368977566315954
"446",3.5,"JV3_NAG",0.013,"Mouse_Pa","trial_2","nag",0.0166666666666667,0.00688799277325728
"447",3.5,"JV4_NAG",0.019,"Mouse_Pa","trial_2","nag",0.0246666666666667,0.00425571511160124
"448",3.5,"JV5_NAG",0.027,"Mouse_Pa","trial_2","nag",0.022,0.00404145188432738
"449",3.75,"JV1_NAG",0.785,"Mouse_Pa","trial_2","nag",0.797666666666667,0.0575074874352124
"450",3.75,"JV3_NAG",0.013,"Mouse_Pa","trial_2","nag",0.021,0.01113552872566
"451",3.75,"JV4_NAG",0.02,"Mouse_Pa","trial_2","nag",0.0276666666666667,0.00433333333333333
"452",3.75,"JV5_NAG",0.032,"Mouse_Pa","trial_2","nag",0.0273333333333333,0.00466666666666667
"453",4,"JV1_NAG",1.019,"Mouse_Pa","trial_2","nag",1.05233333333333,0.0606474328484818
"454",4,"JV3_NAG",0.022,"Mouse_Pa","trial_2","nag",0.03,0.0133166562369588
"455",4,"JV4_NAG",0.028,"Mouse_Pa","trial_2","nag",0.037,0.00519615242270663
"456",4,"JV5_NAG",0.041,"Mouse_Pa","trial_2","nag",0.039,0.00529150262212918
"457",4.25,"JV1_NAG",1.188,"Mouse_Pa","trial_2","nag",1.21566666666667,0.0435367022688265
"458",4.25,"JV3_NAG",0.036,"Mouse_Pa","trial_2","nag",0.037,0.0118462370959446
"459",4.25,"JV4_NAG",0.034,"Mouse_Pa","trial_2","nag",0.042,0.00404145188432738
"460",4.25,"JV5_NAG",0.051,"Mouse_Pa","trial_2","nag",0.0456666666666667,0.00484194634877798
"461",4.5,"JV1_NAG",1.337,"Mouse_Pa","trial_2","nag",1.39066666666667,0.0431367335084355
"462",4.5,"JV3_NAG",0.051,"Mouse_Pa","trial_2","nag",0.049,0.017925772879665
"463",4.5,"JV4_NAG",0.045,"Mouse_Pa","trial_2","nag",0.0553333333333333,0.00523874454850057
"464",4.5,"JV5_NAG",0.06,"Mouse_Pa","trial_2","nag",0.0573333333333333,0.00425571511160123
"465",4.75,"JV1_NAG",1.495,"Mouse_Pa","trial_2","nag",1.52233333333333,0.0268348860834383
"466",4.75,"JV3_NAG",0.065,"Mouse_Pa","trial_2","nag",0.110666666666667,0.0628923242092741
"467",4.75,"JV4_NAG",0.055,"Mouse_Pa","trial_2","nag",0.062,0.00513160143944688
"468",4.75,"JV5_NAG",0.062,"Mouse_Pa","trial_2","nag",0.0616666666666667,0.0072188026092359
"469",5,"JV1_NAG",1.576,"Mouse_Pa","trial_2","nag",1.60466666666667,0.019151443229631
"470",5,"JV3_NAG",0.062,"Mouse_Pa","trial_2","nag",0.133,0.0853834488254798
"471",5,"JV4_NAG",0.06,"Mouse_Pa","trial_2","nag",0.0696666666666667,0.00611918658356194
"472",5,"JV5_NAG",0.073,"Mouse_Pa","trial_2","nag",0.073,0.00635085296108589
"473",5.25,"JV1_NAG",1.656,"Mouse_Pa","trial_2","nag",1.67833333333333,0.0166966397151576
"474",5.25,"JV3_NAG",0.09,"Mouse_Pa","trial_2","nag",0.165333333333333,0.0965614369772484
"475",5.25,"JV4_NAG",0.072,"Mouse_Pa","trial_2","nag",0.0796666666666667,0.00463081466314994
"476",5.25,"JV5_NAG",0.086,"Mouse_Pa","trial_2","nag",0.0843333333333333,0.00440958551844098
"477",5.5,"JV1_NAG",1.725,"Mouse_Pa","trial_2","nag",1.77533333333333,0.0363791759725869
"478",5.5,"JV3_NAG",0.235,"Mouse_Pa","trial_2","nag",0.239,0.0958610104960997
"479",5.5,"JV4_NAG",0.088,"Mouse_Pa","trial_2","nag",0.0916666666666667,0.00272845092395749
"480",5.5,"JV5_NAG",0.096,"Mouse_Pa","trial_2","nag",0.0946666666666667,0.00409606857581484
"481",5.75,"JV1_NAG",1.764,"Mouse_Pa","trial_2","nag",1.80833333333333,0.0248618404610582
"482",5.75,"JV3_NAG",0.299,"Mouse_Pa","trial_2","nag",0.287,0.0477214137817954
"483",5.75,"JV4_NAG",0.101,"Mouse_Pa","trial_2","nag",0.123,0.0240277617212535
"484",5.75,"JV5_NAG",0.105,"Mouse_Pa","trial_2","nag",0.112333333333333,0.0160138828659524
"485",6,"JV1_NAG",1.787,"Mouse_Pa","trial_2","nag",1.835,0.0253245598842968
"486",6,"JV3_NAG",0.36,"Mouse_Pa","trial_2","nag",0.324,0.0632376470150495
"487",6,"JV4_NAG",0.117,"Mouse_Pa","trial_2","nag",0.148666666666667,0.0357413548210535
"488",6,"JV5_NAG",0.118,"Mouse_Pa","trial_2","nag",0.142666666666667,0.0335277662708256
"489",6.25,"JV1_NAG",1.808,"Mouse_Pa","trial_2","nag",1.85466666666667,0.0308670986290869
"490",6.25,"JV3_NAG",0.425,"Mouse_Pa","trial_2","nag",0.384333333333333,0.0483609116723184
"491",6.25,"JV4_NAG",0.133,"Mouse_Pa","trial_2","nag",0.172333333333333,0.0523333333333333
"492",6.25,"JV5_NAG",0.118,"Mouse_Pa","trial_2","nag",0.172,0.0386910842443062
"493",6.5,"JV1_NAG",1.822,"Mouse_Pa","trial_2","nag",1.87066666666667,0.030904871963998
"494",6.5,"JV3_NAG",0.421,"Mouse_Pa","trial_2","nag",0.393666666666667,0.0492758674313412
"495",6.5,"JV4_NAG",0.159,"Mouse_Pa","trial_2","nag",0.195,0.0593745175418995
"496",6.5,"JV5_NAG",0.136,"Mouse_Pa","trial_2","nag",0.209,0.0449703606093317
"497",6.75,"JV1_NAG",1.817,"Mouse_Pa","trial_2","nag",1.88,0.0433166634603052
"498",6.75,"JV3_NAG",0.46,"Mouse_Pa","trial_2","nag",0.433,0.0423359579238894
"499",6.75,"JV4_NAG",0.182,"Mouse_Pa","trial_2","nag",0.206333333333333,0.0587206191308565
"500",6.75,"JV5_NAG",0.178,"Mouse_Pa","trial_2","nag",0.217666666666667,0.0324568089072916
"501",7,"JV1_NAG",1.829,"Mouse_Pa","trial_2","nag",1.877,0.0398036849215413
"502",7,"JV3_NAG",0.484,"Mouse_Pa","trial_2","nag",0.453333333333333,0.0405394184028884
"503",7,"JV4_NAG",0.176,"Mouse_Pa","trial_2","nag",0.213333333333333,0.0617773780962291
"504",7,"JV5_NAG",0.21,"Mouse_Pa","trial_2","nag",0.23,0.0300055550412475
"505",7.25,"JV1_NAG",1.84,"Mouse_Pa","trial_2","nag",1.90033333333333,0.0448565615168072
"506",7.25,"JV3_NAG",0.504,"Mouse_Pa","trial_2","nag",0.488333333333333,0.0386192237680206
"507",7.25,"JV4_NAG",0.192,"Mouse_Pa","trial_2","nag",0.231,0.0477528358669235
"508",7.25,"JV5_NAG",0.231,"Mouse_Pa","trial_2","nag",0.251666666666667,0.0242510022702385
"509",7.5,"JV1_NAG",1.85,"Mouse_Pa","trial_2","nag",1.916,0.0517300686255102
"510",7.5,"JV3_NAG",0.491,"Mouse_Pa","trial_2","nag",0.498333333333333,0.0273820703705505
"511",7.5,"JV4_NAG",0.213,"Mouse_Pa","trial_2","nag",0.245333333333333,0.0448714212438657
"512",7.5,"JV5_NAG",0.277,"Mouse_Pa","trial_2","nag",0.274666666666667,0.0228351580779386
"513",7.75,"JV1_NAG",1.872,"Mouse_Pa","trial_2","nag",1.948,0.0629841249839989
"514",7.75,"JV3_NAG",0.536,"Mouse_Pa","trial_2","nag",0.528333333333333,0.0345655576806997
"515",7.75,"JV4_NAG",0.238,"Mouse_Pa","trial_2","nag",0.270333333333333,0.0503002098515614
"516",7.75,"JV5_NAG",0.253,"Mouse_Pa","trial_2","nag",0.283666666666667,0.0373556480929517
"517",8,"JV1_NAG",1.903,"Mouse_Pa","trial_2","nag",1.98433333333333,0.0720424257719791
"518",8,"JV3_NAG",0.531,"Mouse_Pa","trial_2","nag",0.542333333333333,0.0482539578111935
"519",8,"JV4_NAG",0.284,"Mouse_Pa","trial_2","nag",0.293,0.045544849690534
"520",8,"JV5_NAG",0.227,"Mouse_Pa","trial_2","nag",0.249,0.011060440015358
"521",8.25,"JV1_NAG",1.94,"Mouse_Pa","trial_2","nag",2.01766666666667,0.0786687852822056
"522",8.25,"JV3_NAG",0.599,"Mouse_Pa","trial_2","nag",0.592666666666667,0.0575335650825769
"523",8.25,"JV4_NAG",0.34,"Mouse_Pa","trial_2","nag",0.285,0.0306648550189518
"524",8.25,"JV5_NAG",0.248,"Mouse_Pa","trial_2","nag",0.271666666666667,0.0120046287369127
"525",8.5,"JV1_NAG",1.96,"Mouse_Pa","trial_2","nag",2.04333333333333,0.0828338363499147
