"","Time","strain","OD600","expt","trial","sugar","mean_OD600","sem_OD600"
"256",15.75,"JV5_Rib",0.458,"Mouse_Pa","trial_1","ribose",0.437,0.0425949918808929
"257",16,"JV1_Rib",2.427,"Mouse_Pa","trial_1","ribose",2.381,0.0247857485933617
"258",16,"JV3_Rib",0.998,"Mouse_Pa","trial_1","ribose",1.041,0.0240069434400411
"259",16,"JV4_Rib",0.384,"Mouse_Pa","trial_1","ribose",0.466333333333333,0.0843412381012067
"260",16,"JV5_Rib",0.471,"Mouse_Pa","trial_1","ribose",0.450666666666667,0.0441977877777208
"261",16.25,"JV1_Rib",2.444,"Mouse_Pa","trial_1","ribose",2.402,0.0216333076527839
"262",16.25,"JV3_Rib",0.899,"Mouse_Pa","trial_1","ribose",0.977333333333333,0.0450345546343151
"263",16.25,"JV4_Rib",0.394,"Mouse_Pa","trial_1","ribose",0.474333333333333,0.0889687835391967
"264",16.25,"JV5_Rib",0.48,"Mouse_Pa","trial_1","ribose",0.456333333333333,0.0513235921493334
"265",16.5,"JV1_Rib",2.455,"Mouse_Pa","trial_1","ribose",2.41333333333333,0.0222436008276038
"266",16.5,"JV3_Rib",0.777,"Mouse_Pa","trial_1","ribose",0.895333333333333,0.0664789022505971
"267",16.5,"JV4_Rib",0.39,"Mouse_Pa","trial_1","ribose",0.470666666666667,0.0862251574529022
"268",16.5,"JV5_Rib",0.463,"Mouse_Pa","trial_1","ribose",0.454666666666667,0.0518405675551922
"269",16.75,"JV1_Rib",2.481,"Mouse_Pa","trial_1","ribose",2.43533333333333,0.0232402906847378
"270",16.75,"JV3_Rib",0.733,"Mouse_Pa","trial_1","ribose",0.818666666666667,0.0675631391942217
"271",16.75,"JV4_Rib",0.393,"Mouse_Pa","trial_1","ribose",0.468333333333333,0.0844932607437487
"272",16.75,"JV5_Rib",0.482,"Mouse_Pa","trial_1","ribose",0.461666666666667,0.0583390473391917
"273",17,"JV1_Rib",2.492,"Mouse_Pa","trial_1","ribose",2.442,0.0257940561628708
"274",17,"JV3_Rib",0.604,"Mouse_Pa","trial_1","ribose",0.703333333333333,0.0815359498081129
"275",17,"JV4_Rib",0.402,"Mouse_Pa","trial_1","ribose",0.471666666666667,0.0861632816872194
"276",17,"JV5_Rib",0.472,"Mouse_Pa","trial_1","ribose",0.463,0.0581979381078059
"277",17.25,"JV1_Rib",2.506,"Mouse_Pa","trial_1","ribose",2.46733333333333,0.019341952101872
"278",17.25,"JV3_Rib",0.508,"Mouse_Pa","trial_1","ribose",0.612333333333333,0.0810767811672642
"279",17.25,"JV4_Rib",0.392,"Mouse_Pa","trial_1","ribose",0.465,0.0868504461704141
"280",17.25,"JV5_Rib",0.489,"Mouse_Pa","trial_1","ribose",0.472,0.0609289203361863
"281",17.5,"JV1_Rib",2.516,"Mouse_Pa","trial_1","ribose",2.47833333333333,0.0193247107208477
"282",17.5,"JV3_Rib",0.541,"Mouse_Pa","trial_1","ribose",0.612,0.0598693020949245
"283",17.5,"JV4_Rib",0.395,"Mouse_Pa","trial_1","ribose",0.462333333333333,0.0827875460306548
"284",17.5,"JV5_Rib",0.472,"Mouse_Pa","trial_1","ribose",0.464333333333333,0.0621834204412863
"285",17.75,"JV1_Rib",2.538,"Mouse_Pa","trial_1","ribose",2.49533333333333,0.0218276073916597
"286",17.75,"JV3_Rib",0.51,"Mouse_Pa","trial_1","ribose",0.521333333333333,0.0133832399332565
"287",17.75,"JV4_Rib",0.397,"Mouse_Pa","trial_1","ribose",0.465,0.0839781717670332
"288",17.75,"JV5_Rib",0.478,"Mouse_Pa","trial_1","ribose",0.467666666666667,0.0605539245448037
"289",18,"JV1_Rib",2.557,"Mouse_Pa","trial_1","ribose",2.51366666666667,0.0224227067451228
"290",18,"JV3_Rib",0.503,"Mouse_Pa","trial_1","ribose",0.5,0.0170977581376429
"291",18,"JV4_Rib",0.401,"Mouse_Pa","trial_1","ribose",0.464333333333333,0.0793396356040143
"292",18,"JV5_Rib",0.473,"Mouse_Pa","trial_1","ribose",0.468,0.0626923706150384
"293",18.25,"JV1_Rib",2.578,"Mouse_Pa","trial_1","ribose",2.529,0.0247857485933616
"294",18.25,"JV3_Rib",0.486,"Mouse_Pa","trial_1","ribose",0.491666666666667,0.0149925907626994
"295",18.25,"JV4_Rib",0.404,"Mouse_Pa","trial_1","ribose",0.467666666666667,0.0796708506572162
"296",18.25,"JV5_Rib",0.491,"Mouse_Pa","trial_1","ribose",0.476666666666667,0.062477551524083
"297",18.5,"JV1_Rib",2.598,"Mouse_Pa","trial_1","ribose",2.538,0.0300055550412475
"298",18.5,"JV3_Rib",0.502,"Mouse_Pa","trial_1","ribose",0.505,0.0159478316185409
"299",18.5,"JV4_Rib",0.398,"Mouse_Pa","trial_1","ribose",0.473333333333333,0.0824324639393432
"300",18.5,"JV5_Rib",0.49,"Mouse_Pa","trial_1","ribose",0.480666666666667,0.0613767961945808
"301",18.75,"JV1_Rib",2.623,"Mouse_Pa","trial_1","ribose",2.564,0.0300055550412476
"302",18.75,"JV3_Rib",0.518,"Mouse_Pa","trial_1","ribose",0.503,0.0160104132780305
"303",18.75,"JV4_Rib",0.406,"Mouse_Pa","trial_1","ribose",0.473666666666667,0.0847040599840278
"304",18.75,"JV5_Rib",0.479,"Mouse_Pa","trial_1","ribose",0.476666666666667,0.0638078713361012
"305",19,"JV1_Rib",2.648,"Mouse_Pa","trial_1","ribose",2.58166666666667,0.0333183299568138
"306",19,"JV3_Rib",0.518,"Mouse_Pa","trial_1","ribose",0.502666666666667,0.00775313556640868
"307",19,"JV4_Rib",0.404,"Mouse_Pa","trial_1","ribose",0.478333333333333,0.0871327212424306
"308",19,"JV5_Rib",0.5,"Mouse_Pa","trial_1","ribose",0.487666666666667,0.0617962602248532
"309",19.25,"JV1_Rib",2.657,"Mouse_Pa","trial_1","ribose",2.58966666666667,0.0337902023932645
"310",19.25,"JV3_Rib",0.519,"Mouse_Pa","trial_1","ribose",0.512333333333333,0.00821245666316995
"311",19.25,"JV4_Rib",0.414,"Mouse_Pa","trial_1","ribose",0.482666666666667,0.0814868769257425
"312",19.25,"JV5_Rib",0.518,"Mouse_Pa","trial_1","ribose",0.494666666666667,0.0617341972581738
"313",19.5,"JV1_Rib",2.673,"Mouse_Pa","trial_1","ribose",2.61666666666667,0.0289386323872509
"314",19.5,"JV3_Rib",0.504,"Mouse_Pa","trial_1","ribose",0.499333333333333,0.00466666666666667
"315",19.5,"JV4_Rib",0.42,"Mouse_Pa","trial_1","ribose",0.488666666666667,0.0841136796907085
"316",19.5,"JV5_Rib",0.503,"Mouse_Pa","trial_1","ribose",0.486666666666667,0.0608833128022595
"317",19.75,"JV1_Rib",2.68,"Mouse_Pa","trial_1","ribose",2.63066666666667,0.0250953736329584
"318",19.75,"JV3_Rib",0.52,"Mouse_Pa","trial_1","ribose",0.51,0.00680685928555405
"319",19.75,"JV4_Rib",0.436,"Mouse_Pa","trial_1","ribose",0.492,0.0828190799272728
"320",19.75,"JV5_Rib",0.496,"Mouse_Pa","trial_1","ribose",0.485666666666667,0.0611291892452188
"321",20,"JV1_Rib",2.699,"Mouse_Pa","trial_1","ribose",2.649,0.0253245598842968
"322",20,"JV3_Rib",0.504,"Mouse_Pa","trial_1","ribose",0.502,0.00700000000000001
"323",20,"JV4_Rib",0.428,"Mouse_Pa","trial_1","ribose",0.487,0.0803761987987323
"324",20,"JV5_Rib",0.521,"Mouse_Pa","trial_1","ribose",0.494,0.0623885673287449
"325",20.25,"JV1_Rib",2.711,"Mouse_Pa","trial_1","ribose",2.668,0.0218250620464944
"326",20.25,"JV3_Rib",0.509,"Mouse_Pa","trial_1","ribose",0.505666666666667,0.00384418753155694
"327",20.25,"JV4_Rib",0.429,"Mouse_Pa","trial_1","ribose",0.497666666666667,0.0894153852036165
"328",20.25,"JV5_Rib",0.51,"Mouse_Pa","trial_1","ribose",0.492666666666667,0.061809743927996
"329",20.5,"JV1_Rib",2.722,"Mouse_Pa","trial_1","ribose",2.67833333333333,0.0220630409911639
"330",20.5,"JV3_Rib",0.53,"Mouse_Pa","trial_1","ribose",0.51,0.0100664459136943
"331",20.5,"JV4_Rib",0.431,"Mouse_Pa","trial_1","ribose",0.497,0.0889119414552024
"332",20.5,"JV5_Rib",0.516,"Mouse_Pa","trial_1","ribose",0.495,0.0635164020811423
"333",20.75,"JV1_Rib",2.727,"Mouse_Pa","trial_1","ribose",2.69133333333333,0.0181138375589246
"334",20.75,"JV3_Rib",0.543,"Mouse_Pa","trial_1","ribose",0.519666666666667,0.0127714960404454
"335",20.75,"JV4_Rib",0.441,"Mouse_Pa","trial_1","ribose",0.502666666666667,0.0884012317661795
"336",20.75,"JV5_Rib",0.509,"Mouse_Pa","trial_1","ribose",0.493,0.0611473629848418
"337",21,"JV1_Rib",2.743,"Mouse_Pa","trial_1","ribose",2.706,0.0187705443004014
"338",21,"JV3_Rib",0.545,"Mouse_Pa","trial_1","ribose",0.524666666666667,0.0112891294812507
"339",21,"JV4_Rib",0.434,"Mouse_Pa","trial_1","ribose",0.506,0.0953886785735079
"340",21,"JV5_Rib",0.53,"Mouse_Pa","trial_1","ribose",0.496,0.0629603049547888
"341",21.25,"JV1_Rib",2.757,"Mouse_Pa","trial_1","ribose",2.71966666666667,0.0188089813062212
"342",21.25,"JV3_Rib",0.539,"Mouse_Pa","trial_1","ribose",0.514,0.0138924439894498
"343",21.25,"JV4_Rib",0.433,"Mouse_Pa","trial_1","ribose",0.514,0.103248890228096
"344",21.25,"JV5_Rib",0.529,"Mouse_Pa","trial_1","ribose",0.498,0.0634113554499508
"345",21.5,"JV1_Rib",2.769,"Mouse_Pa","trial_1","ribose",2.731,0.0195533458347499
"346",21.5,"JV3_Rib",0.541,"Mouse_Pa","trial_1","ribose",0.515666666666667,0.0134824989441045
"347",21.5,"JV4_Rib",0.431,"Mouse_Pa","trial_1","ribose",0.516,0.10089763789769
"348",21.5,"JV5_Rib",0.515,"Mouse_Pa","trial_1","ribose",0.495,0.0585946527708231
"349",21.75,"JV1_Rib",2.775,"Mouse_Pa","trial_1","ribose",2.741,0.017616280348965
"350",21.75,"JV3_Rib",0.546,"Mouse_Pa","trial_1","ribose",0.518,0.0149331845230681
"351",21.75,"JV4_Rib",0.43,"Mouse_Pa","trial_1","ribose",0.517,0.100801785698469
"352",21.75,"JV5_Rib",0.527,"Mouse_Pa","trial_1","ribose",0.499,0.0599694366601299
"353",22,"JV1_Rib",2.792,"Mouse_Pa","trial_1","ribose",2.753,0.0196723155729059
"354",22,"JV3_Rib",0.55,"Mouse_Pa","trial_1","ribose",0.521666666666667,0.0148136573621927
"355",22,"JV4_Rib",0.429,"Mouse_Pa","trial_1","ribose",0.53,0.116322826650662
"356",22,"JV5_Rib",0.526,"Mouse_Pa","trial_1","ribose",0.498666666666667,0.0610173017357463
"357",22.25,"JV1_Rib",2.8,"Mouse_Pa","trial_1","ribose",2.76233333333333,0.0188532343231723
"358",22.25,"JV3_Rib",0.526,"Mouse_Pa","trial_1","ribose",0.510666666666667,0.0111405166447123
"359",22.25,"JV4_Rib",0.446,"Mouse_Pa","trial_1","ribose",0.537666666666667,0.110683231691968
"360",22.25,"JV5_Rib",0.521,"Mouse_Pa","trial_1","ribose",0.496,0.0570993286592175
"361",22.5,"JV1_Rib",2.818,"Mouse_Pa","trial_1","ribose",2.77366666666667,0.0221835775092998
"362",22.5,"JV3_Rib",0.549,"Mouse_Pa","trial_1","ribose",0.530333333333333,0.0116237305161085
"363",22.5,"JV4_Rib",0.432,"Mouse_Pa","trial_1","ribose",0.537333333333333,0.113427411932821
"364",22.5,"JV5_Rib",0.532,"Mouse_Pa","trial_1","ribose",0.501,0.0572741943054054
"365",22.75,"JV1_Rib",2.822,"Mouse_Pa","trial_1","ribose",2.782,0.0200333056017557
"366",22.75,"JV3_Rib",0.538,"Mouse_Pa","trial_1","ribose",0.519666666666667,0.0132203546767013
"367",22.75,"JV4_Rib",0.443,"Mouse_Pa","trial_1","ribose",0.553,0.117069779761189
"368",22.75,"JV5_Rib",0.537,"Mouse_Pa","trial_1","ribose",0.504333333333333,0.053917632654922
"369",23,"JV1_Rib",2.833,"Mouse_Pa","trial_1","ribose",2.79133333333333,0.0209311039152529
"370",23,"JV3_Rib",0.548,"Mouse_Pa","trial_1","ribose",0.532,0.013114877048604
"371",23,"JV4_Rib",0.45,"Mouse_Pa","trial_1","ribose",0.563666666666667,0.124828326557361
"372",23,"JV5_Rib",0.528,"Mouse_Pa","trial_1","ribose",0.503333333333333,0.0567812566883748
"373",23.25,"JV1_Rib",2.845,"Mouse_Pa","trial_1","ribose",2.80066666666667,0.0221835775092999
"374",23.25,"JV3_Rib",0.549,"Mouse_Pa","trial_1","ribose",0.529333333333333,0.0107445076408575
"375",23.25,"JV4_Rib",0.451,"Mouse_Pa","trial_1","ribose",0.571,0.131153853673208
"376",23.25,"JV5_Rib",0.526,"Mouse_Pa","trial_1","ribose",0.501666666666667,0.0542104950888458
"377",23.5,"JV1_Rib",2.853,"Mouse_Pa","trial_1","ribose",2.805,0.0243378991150292
"378",23.5,"JV3_Rib",0.561,"Mouse_Pa","trial_1","ribose",0.532333333333333,0.0147459975737298
"379",23.5,"JV4_Rib",0.451,"Mouse_Pa","trial_1","ribose",0.576666666666667,0.133746443358734
"380",23.5,"JV5_Rib",0.539,"Mouse_Pa","trial_1","ribose",0.505,0.0552207690396768
"381",23.75,"JV1_Rib",2.867,"Mouse_Pa","trial_1","ribose",2.821,0.0231156512634477
"382",23.75,"JV3_Rib",0.558,"Mouse_Pa","trial_1","ribose",0.540666666666667,0.0130936795609349
"383",23.75,"JV4_Rib",0.442,"Mouse_Pa","trial_1","ribose",0.583666666666667,0.1421669597496
"384",23.75,"JV5_Rib",0.55,"Mouse_Pa","trial_1","ribose",0.511666666666667,0.0513430726691645
"385",24,"JV1_Rib",2.885,"Mouse_Pa","trial_1","ribose",2.834,0.0255799400572661
"386",24,"JV3_Rib",0.551,"Mouse_Pa","trial_1","ribose",0.533666666666667,0.0122519839663261
"387",24,"JV4_Rib",0.445,"Mouse_Pa","trial_1","ribose",0.592666666666667,0.149169180611963
"388",24,"JV5_Rib",0.538,"Mouse_Pa","trial_1","ribose",0.507333333333333,0.0514144380932481
"389",0,"JV1_Rib",0.004,"Mouse_Pa","trial_2","ribose",0.007,0.00458257569495584
"390",0,"JV3_Rib",-0.004,"Mouse_Pa","trial_2","ribose",-0.00166666666666667,0.00392994204085053
"391",0,"JV4_Rib",-0.004,"Mouse_Pa","trial_2","ribose",-0.00466666666666667,0.00176383420737639
"392",0,"JV5_Rib",0.001,"Mouse_Pa","trial_2","ribose",-0.00166666666666667,0.00266666666666667
"393",0.25,"JV1_Rib",0.004,"Mouse_Pa","trial_2","ribose",0.00466666666666667,0.00348010216963685
"394",0.25,"JV3_Rib",-0.004,"Mouse_Pa","trial_2","ribose",-0.002,0.00360555127546399
"395",0.25,"JV4_Rib",-0.005,"Mouse_Pa","trial_2","ribose",-0.00433333333333333,0.00233333333333333
"396",0.25,"JV5_Rib",-0.001,"Mouse_Pa","trial_2","ribose",-0.002,0.00264575131106459
"397",0.5,"JV1_Rib",0,"Mouse_Pa","trial_2","ribose",0.00533333333333333,0.00635959467611297
"398",0.5,"JV3_Rib",-0.014,"Mouse_Pa","trial_2","ribose",-0.00133333333333333,0.00938675189355248
"399",0.5,"JV4_Rib",-0.008,"Mouse_Pa","trial_2","ribose",-0.00233333333333333,0.00617341972581738
"400",0.5,"JV5_Rib",-0.01,"Mouse_Pa","trial_2","ribose",-0.00166666666666667,0.00643773597194266
"401",0.75,"JV1_Rib",0,"Mouse_Pa","trial_2","ribose",0.00733333333333333,0.00835330939076111
"402",0.75,"JV3_Rib",-0.008,"Mouse_Pa","trial_2","ribose",0.001,0.009
"403",0.75,"JV4_Rib",-0.006,"Mouse_Pa","trial_2","ribose",-0.000333333333333334,0.00669161996662824
"404",0.75,"JV5_Rib",-0.004,"Mouse_Pa","trial_2","ribose",0.001,0.006557438524302
"405",1,"JV1_Rib",0.003,"Mouse_Pa","trial_2","ribose",0.0106666666666667,0.00817176711475417
"406",1,"JV3_Rib",-0.008,"Mouse_Pa","trial_2","ribose",0.00133333333333333,0.00883804905570857
"407",1,"JV4_Rib",-0.006,"Mouse_Pa","trial_2","ribose",-0.000333333333333334,0.00669161996662824
"408",1,"JV5_Rib",-0.002,"Mouse_Pa","trial_2","ribose",0.00133333333333333,0.0065659052011974
"409",1.25,"JV1_Rib",0.009,"Mouse_Pa","trial_2","ribose",0.0156666666666667,0.008743251365736
"410",1.25,"JV3_Rib",-0.008,"Mouse_Pa","trial_2","ribose",0.001,0.009
"411",1.25,"JV4_Rib",-0.006,"Mouse_Pa","trial_2","ribose",0.000333333333333333,0.00633333333333333
"412",1.25,"JV5_Rib",-0.002,"Mouse_Pa","trial_2","ribose",0.00133333333333333,0.0065659052011974
"413",1.5,"JV1_Rib",0.02,"Mouse_Pa","trial_2","ribose",0.0263333333333333,0.0105882534495124
"414",1.5,"JV3_Rib",-0.007,"Mouse_Pa","trial_2","ribose",0.002,0.009
"415",1.5,"JV4_Rib",-0.005,"Mouse_Pa","trial_2","ribose",0.000333333333333333,0.00584047182264508
"416",1.5,"JV5_Rib",0,"Mouse_Pa","trial_2","ribose",0.00166666666666667,0.00726483157256779
"417",1.75,"JV1_Rib",0.034,"Mouse_Pa","trial_2","ribose",0.0393333333333333,0.0112891294812507
"418",1.75,"JV3_Rib",-0.007,"Mouse_Pa","trial_2","ribose",0.00266666666666667,0.00775313556640867
"419",1.75,"JV4_Rib",-0.005,"Mouse_Pa","trial_2","ribose",0.00166666666666667,0.00523874454850057
"420",1.75,"JV5_Rib",0,"Mouse_Pa","trial_2","ribose",0.00166666666666667,0.00669161996662824
"421",2,"JV1_Rib",0.05,"Mouse_Pa","trial_2","ribose",0.056,0.0141774468787578
"422",2,"JV3_Rib",-0.005,"Mouse_Pa","trial_2","ribose",0.00366666666666667,0.00817176711475417
"423",2,"JV4_Rib",-0.004,"Mouse_Pa","trial_2","ribose",0.00266666666666667,0.00480740170061865
"424",2,"JV5_Rib",0.003,"Mouse_Pa","trial_2","ribose",0.00366666666666667,0.00693621734889494
"425",2.25,"JV1_Rib",0.078,"Mouse_Pa","trial_2","ribose",0.0803333333333333,0.0159199385816794
"426",2.25,"JV3_Rib",-0.006,"Mouse_Pa","trial_2","ribose",0.004,0.00763762615825973
"427",2.25,"JV4_Rib",-0.003,"Mouse_Pa","trial_2","ribose",0.003,0.00503322295684717
"428",2.25,"JV5_Rib",0.002,"Mouse_Pa","trial_2","ribose",0.00433333333333333,0.00617341972581738
"429",2.5,"JV1_Rib",0.106,"Mouse_Pa","trial_2","ribose",0.107333333333333,0.0156027063179579
"430",2.5,"JV3_Rib",-0.004,"Mouse_Pa","trial_2","ribose",0.00466666666666667,0.00768837506311386
"431",2.5,"JV4_Rib",-0.002,"Mouse_Pa","trial_2","ribose",0.004,0.0055075705472861
"432",2.5,"JV5_Rib",0.004,"Mouse_Pa","trial_2","ribose",0.00666666666666667,0.00536449231314369
"433",2.75,"JV1_Rib",0.133,"Mouse_Pa","trial_2","ribose",0.133333333333333,0.0147233752169052
"434",2.75,"JV3_Rib",-0.004,"Mouse_Pa","trial_2","ribose",0.006,0.00763762615825973
"435",2.75,"JV4_Rib",-0.001,"Mouse_Pa","trial_2","ribose",0.00533333333333333,0.00448454134902457
"436",2.75,"JV5_Rib",0.005,"Mouse_Pa","trial_2","ribose",0.008,0.00513160143944688
"437",3,"JV1_Rib",0.161,"Mouse_Pa","trial_2","ribose",0.161666666666667,0.0155920207513687
"438",3,"JV3_Rib",-0.004,"Mouse_Pa","trial_2","ribose",0.00866666666666667,0.0075129517797231
"439",3,"JV4_Rib",0.001,"Mouse_Pa","trial_2","ribose",0.00666666666666667,0.0047022453265553
"440",3,"JV5_Rib",0.007,"Mouse_Pa","trial_2","ribose",0.00933333333333333,0.00504424865014052
"441",3.25,"JV1_Rib",0.192,"Mouse_Pa","trial_2","ribose",0.193,0.0176162803489651
"442",3.25,"JV3_Rib",-0.003,"Mouse_Pa","trial_2","ribose",0.0106666666666667,0.00753510303697154
"443",3.25,"JV4_Rib",0.002,"Mouse_Pa","trial_2","ribose",0.01,0.00416333199893227
"444",3.25,"JV5_Rib",0.008,"Mouse_Pa","trial_2","ribose",0.0133333333333333,0.00392994204085053
"445",3.5,"JV1_Rib",0.231,"Mouse_Pa","trial_2","ribose",0.229,0.0202319878739914
"446",3.5,"JV3_Rib",-0.001,"Mouse_Pa","trial_2","ribose",0.0136666666666667,0.00768837506311386
"447",3.5,"JV4_Rib",0.005,"Mouse_Pa","trial_2","ribose",0.0133333333333333,0.00425571511160123
"448",3.5,"JV5_Rib",0.012,"Mouse_Pa","trial_2","ribose",0.016,0.00305505046330389
"449",3.75,"JV1_Rib",0.27,"Mouse_Pa","trial_2","ribose",0.267333333333333,0.023708882536111
"450",3.75,"JV3_Rib",0.001,"Mouse_Pa","trial_2","ribose",0.018,0.00850490054811538
"451",3.75,"JV4_Rib",0.006,"Mouse_Pa","trial_2","ribose",0.0163333333333333,0.00523874454850057
"452",3.75,"JV5_Rib",0.016,"Mouse_Pa","trial_2","ribose",0.02,0.00208166599946613
"453",4,"JV1_Rib",0.319,"Mouse_Pa","trial_2","ribose",0.310666666666667,0.0300240644224669
"454",4,"JV3_Rib",0.006,"Mouse_Pa","trial_2","ribose",0.0316666666666667,0.0150148075060736
"455",4,"JV4_Rib",0.009,"Mouse_Pa","trial_2","ribose",0.0196666666666667,0.00536449231314369
"456",4,"JV5_Rib",0.021,"Mouse_Pa","trial_2","ribose",0.0256666666666667,0.00240370085030933
"457",4.25,"JV1_Rib",0.384,"Mouse_Pa","trial_2","ribose",0.378666666666667,0.0479942126140688
"458",4.25,"JV3_Rib",0.017,"Mouse_Pa","trial_2","ribose",0.0676666666666667,0.0406215596833887
"459",4.25,"JV4_Rib",0.015,"Mouse_Pa","trial_2","ribose",0.027,0.0062449979983984
"460",4.25,"JV5_Rib",0.026,"Mouse_Pa","trial_2","ribose",0.0326666666666667,0.00352766841475279
"461",4.5,"JV1_Rib",0.475,"Mouse_Pa","trial_2","ribose",0.459666666666667,0.0593866801377024
"462",4.5,"JV3_Rib",0.029,"Mouse_Pa","trial_2","ribose",0.092,0.0575876144091187
"463",4.5,"JV4_Rib",0.021,"Mouse_Pa","trial_2","ribose",0.0353333333333333,0.00837323779138698
"464",4.5,"JV5_Rib",0.031,"Mouse_Pa","trial_2","ribose",0.0406666666666667,0.00648930744464393
"465",4.75,"JV1_Rib",0.561,"Mouse_Pa","trial_2","ribose",0.526333333333333,0.0714173959511578
"466",4.75,"JV3_Rib",0.03,"Mouse_Pa","trial_2","ribose",0.127,0.0876717362285779
"467",4.75,"JV4_Rib",0.032,"Mouse_Pa","trial_2","ribose",0.0453333333333333,0.0096148034012373
"468",4.75,"JV5_Rib",0.04,"Mouse_Pa","trial_2","ribose",0.056,0.014525839046334
"469",5,"JV1_Rib",0.652,"Mouse_Pa","trial_2","ribose",0.605333333333333,0.0709209262332196
"470",5,"JV3_Rib",0.049,"Mouse_Pa","trial_2","ribose",0.156333333333333,0.101392526570968
"471",5,"JV4_Rib",0.034,"Mouse_Pa","trial_2","ribose",0.0576666666666667,0.0171496679592087
"472",5,"JV5_Rib",0.053,"Mouse_Pa","trial_2","ribose",0.0926666666666667,0.0416826635958457
"473",5.25,"JV1_Rib",0.739,"Mouse_Pa","trial_2","ribose",0.688,0.069778220097678
"474",5.25,"JV3_Rib",0.126,"Mouse_Pa","trial_2","ribose",0.192333333333333,0.0892418685993918
"475",5.25,"JV4_Rib",0.041,"Mouse_Pa","trial_2","ribose",0.103333333333333,0.0554807273844811
"476",5.25,"JV5_Rib",0.067,"Mouse_Pa","trial_2","ribose",0.124,0.0605337371499012
"477",5.5,"JV1_Rib",0.817,"Mouse_Pa","trial_2","ribose",0.766333333333333,0.071064133788509
"478",5.5,"JV3_Rib",0.178,"Mouse_Pa","trial_2","ribose",0.256333333333333,0.0953106033508923
"479",5.5,"JV4_Rib",0.053,"Mouse_Pa","trial_2","ribose",0.139333333333333,0.0784693853961177
"480",5.5,"JV5_Rib",0.077,"Mouse_Pa","trial_2","ribose",0.147666666666667,0.071167252144352
"481",5.75,"JV1_Rib",0.89,"Mouse_Pa","trial_2","ribose",0.844,0.0659191423892433
"482",5.75,"JV3_Rib",0.301,"Mouse_Pa","trial_2","ribose",0.317666666666667,0.0737955132631909
"483",5.75,"JV4_Rib",0.066,"Mouse_Pa","trial_2","ribose",0.158,0.0831624915451672
"484",5.75,"JV5_Rib",0.099,"Mouse_Pa","trial_2","ribose",0.149333333333333,0.0543823909408592
"485",6,"JV1_Rib",0.964,"Mouse_Pa","trial_2","ribose",0.919666666666667,0.064276313245584
"486",6,"JV3_Rib",0.361,"Mouse_Pa","trial_2","ribose",0.373666666666667,0.0546392207525368
"487",6,"JV4_Rib",0.095,"Mouse_Pa","trial_2","ribose",0.183666666666667,0.0803167341080162
"488",6,"JV5_Rib",0.177,"Mouse_Pa","trial_2","ribose",0.192333333333333,0.0553815051358403
"489",6.25,"JV1_Rib",1.033,"Mouse_Pa","trial_2","ribose",0.989666666666667,0.0525906624580617
"490",6.25,"JV3_Rib",0.399,"Mouse_Pa","trial_2","ribose",0.412,0.0566656862660288
"491",6.25,"JV4_Rib",0.151,"Mouse_Pa","trial_2","ribose",0.221,0.0593408234972631
"492",6.25,"JV5_Rib",0.262,"Mouse_Pa","trial_2","ribose",0.24,0.0480416485978573
"493",6.5,"JV1_Rib",1.113,"Mouse_Pa","trial_2","ribose",1.07,0.0522589705218157
"494",6.5,"JV3_Rib",0.398,"Mouse_Pa","trial_2","ribose",0.415666666666667,0.0552700441267942
"495",6.5,"JV4_Rib",0.247,"Mouse_Pa","trial_2","ribose",0.269333333333333,0.0253924748257782
"496",6.5,"JV5_Rib",0.292,"Mouse_Pa","trial_2","ribose",0.287333333333333,0.0329915814177563
"497",6.75,"JV1_Rib",1.184,"Mouse_Pa","trial_2","ribose",1.144,0.052459508194416
"498",6.75,"JV3_Rib",0.388,"Mouse_Pa","trial_2","ribose",0.451,0.0528488410468953
"499",6.75,"JV4_Rib",0.305,"Mouse_Pa","trial_2","ribose",0.296,0.0066583281184794
"500",6.75,"JV5_Rib",0.322,"Mouse_Pa","trial_2","ribose",0.316,0.030171730698343
"501",7,"JV1_Rib",1.257,"Mouse_Pa","trial_2","ribose",1.22,0.0500233278914281
"502",7,"JV3_Rib",0.459,"Mouse_Pa","trial_2","ribose",0.492333333333333,0.0534706565427348
"503",7,"JV4_Rib",0.325,"Mouse_Pa","trial_2","ribose",0.314666666666667,0.0145181878269217
"504",7,"JV5_Rib",0.342,"Mouse_Pa","trial_2","ribose",0.337333333333333,0.0318398771633588
"505",7.25,"JV1_Rib",1.318,"Mouse_Pa","trial_2","ribose",1.29566666666667,0.0523014765034836
"506",7.25,"JV3_Rib",0.52,"Mouse_Pa","trial_2","ribose",0.529666666666667,0.0518984050279432
"507",7.25,"JV4_Rib",0.337,"Mouse_Pa","trial_2","ribose",0.336333333333333,0.00751295177972309
"508",7.25,"JV5_Rib",0.351,"Mouse_Pa","trial_2","ribose",0.358,0.0305122926047847
"509",7.5,"JV1_Rib",1.393,"Mouse_Pa","trial_2","ribose",1.36933333333333,0.0524478577043694
"510",7.5,"JV3_Rib",0.505,"Mouse_Pa","trial_2","ribose",0.561,0.0600444279957211
"511",7.5,"JV4_Rib",0.392,"Mouse_Pa","trial_2","ribose",0.358,0.0277548794508882
"512",7.5,"JV5_Rib",0.294,"Mouse_Pa","trial_2","ribose",0.336666666666667,0.0561703757430117
